repo_name,users_2016,users_2017,users_2018,users_2019,users_2016_above_11,users_2017_above_11,users_2018_above_11,users_2019_above_11,commits_2016,commits_2017,commits_2018,commits_2019,users_commit_2016_above_11,users_commit_2017_above_11,users_commit_2018_above_11,users_commit_2019_above_11,users_capped_commit_2016,users_capped_commit_2017,users_capped_commit_2018,users_capped_commit_2019,users_capped_commit_2016_above_11,users_capped_commit_2017_above_11,users_capped_commit_2018_above_11,users_capped_commit_2019_above_11
theblackwidower/KanaQuiz,0,1,3,1,0,1,1,1,0,172,864,46,0,172,858,46,0,172,490,46,0,172,484,46
kozistr/Awesome-GANs,0,1,1,1,0,1,1,1,0,356,1118,31,0,356,1118,31,0,356,484,31,0,356,484,31
dipietroa/dipietroa.github.io,0,1,1,1,0,1,1,0,0,16852,70786,1,0,16852,70786,0,0,484,484,1,0,484,484,0
DmitrySigaev/imago,0,1,1,1,0,1,1,1,0,344,550,89,0,344,550,89,0,344,484,89,0,344,484,89
djkovrik/YapTalker,0,1,2,1,0,1,1,1,0,837,603,24,0,837,597,24,0,484,490,24,0,484,484,24
martinwu42/dlpkuhole2,0,1,1,1,0,1,1,1,0,3906,8179,986,0,3906,8179,986,0,484,484,484,0,484,484,484
raynorpat/cake,0,1,2,0,0,1,1,0,0,317,615,0,0,317,613,0,0,317,486,0,0,317,484,0
oors/oors,0,1,1,2,0,1,1,1,0,183,586,205,0,183,586,203,0,183,484,205,0,183,484,203
jeammimi/deepnano5bases,0,1,1,0,0,1,1,0,0,239,622,0,0,239,622,0,0,239,484,0,0,239,484,0
LagoLunatic/dsvrandom,0,1,1,2,0,1,1,1,0,802,571,273,0,802,571,272,0,484,484,273,0,484,484,272
atrigo/livroCSharp,0,1,1,0,0,1,1,0,0,51,669,0,0,51,669,0,0,51,484,0,0,51,484,0
ItsCalebJones/SpaceLaunchNow-Server,0,1,3,4,0,1,2,2,0,331,608,368,0,331,607,360,0,331,536,368,0,331,535,360
pbaffiliatetwoop/testRepository,0,1,2,1,0,1,2,1,0,8435,17235,4252,0,8435,17235,4252,0,484,968,484,0,484,968,484
artoh/kitupiikki,0,1,7,4,0,1,2,2,0,343,1074,208,0,343,1057,201,0,343,575,208,0,343,558,201
Pryancito/zeusircd,0,1,8,2,0,1,4,2,0,106,573,620,0,106,555,620,0,106,573,620,0,106,555,620
madprops/Hue,0,1,2,1,0,1,1,1,0,588,1504,371,0,588,1498,371,0,484,490,371,0,484,484,371
fsgeek91/quick-fatigue-tool,0,1,1,1,0,1,1,1,0,646,1293,674,0,646,1293,674,0,484,484,484,0,484,484,484
foxcarlos/decimemijobot,0,1,3,1,0,1,2,1,0,209,521,42,0,209,519,42,0,209,521,42,0,209,519,42
CMATHL/cml,0,1,2,1,0,1,1,0,0,74,691,4,0,74,689,0,0,74,486,4,0,74,484,0
joytou/joytou.github.io,0,1,2,1,0,1,1,0,0,309,520,2,0,309,517,0,0,309,487,2,0,309,484,0
KlausWolfinger/MultiLevelPKI,0,1,1,1,0,0,1,1,0,8,565,87,0,0,565,87,0,8,484,87,0,0,484,87
cloudtek/dynamodb-odm,0,1,1,0,0,1,1,0,0,118,503,0,0,118,503,0,0,118,484,0,0,118,484,0
SirkadirovTeam/SimplePM_WebClient,0,1,2,0,0,1,1,0,0,142,506,0,0,142,504,0,0,142,486,0,0,142,484,0
AoEiuV020/PaNovel,0,1,1,3,0,1,1,1,0,475,959,206,0,475,959,201,0,475,484,206,0,475,484,201
jkomoros/boardgame,0,1,1,1,0,1,1,1,0,2713,1190,215,0,2713,1190,215,0,484,484,215,0,484,484,215
ivan-ristovic/the-godfather,0,1,1,1,0,1,1,1,0,933,1076,149,0,933,1076,149,0,484,484,149,0,484,484,149
fdslight/netbus,0,1,1,1,0,1,1,1,0,153,795,514,0,153,795,514,0,153,484,484,0,153,484,484
dvsa/mot,0,1,1,1,0,1,1,1,0,2387,922,272,0,2387,922,272,0,484,484,272,0,484,484,272
marius-wieschollek/passwords,0,1,9,4,0,1,2,1,0,89,952,640,0,89,920,636,0,89,528,488,0,89,496,484
ValyrianTech/BitcoinSpellbook-v0.3,0,1,1,1,0,1,1,1,0,110,574,15,0,110,574,15,0,110,484,15,0,110,484,15
khs1994-docker/lnmp,0,1,3,2,0,1,1,1,0,47,803,522,0,47,790,520,0,47,497,486,0,47,484,484
PainfulMercy/WWE-Champions-Guide,0,1,1,1,0,1,1,1,0,443,579,555,0,443,579,555,0,443,484,484,0,443,484,484
Mocha2007/mocha2007.github.io,0,1,1,1,0,1,1,1,0,923,1249,476,0,923,1249,476,0,484,484,476,0,484,484,476
inux39/rust,0,1,2,0,0,1,2,0,0,53,589,0,0,53,589,0,0,53,589,0,0,53,589,0
hpssjellis/deeplearnjs-javascript-examples,0,1,1,1,0,1,1,0,0,589,875,1,0,589,875,0,0,484,484,1,0,484,484,0
DashboardHub/PipelineDashboard,0,1,16,7,0,1,4,4,0,362,671,893,0,362,652,887,0,362,671,893,0,362,652,887
jbannick/hellokata-java,0,1,1,0,0,1,1,0,0,339,1553,0,0,339,1553,0,0,339,484,0,0,339,484,0
jorgebg/reader,0,1,2,1,0,1,1,1,0,601,527,157,0,601,526,157,0,484,485,157,0,484,484,157
curtclifton/curtclifton.github.io,0,1,1,0,0,1,1,0,0,255513,129296,0,0,255513,129296,0,0,484,484,0,0,484,484,0
acorg/acmacs-map-draw,0,1,1,2,0,1,1,2,0,452,537,174,0,452,537,174,0,452,484,174,0,452,484,174
Contraz/demosys-py,0,1,3,1,0,1,1,1,0,243,727,46,0,243,715,46,0,243,496,46,0,243,484,46
johngrib/johngrib.github.io,0,1,4,6,0,1,2,2,0,177,796,890,0,177,788,881,0,177,796,526,0,177,788,517
nikitavoloboev/knowledge,0,1,2,9,0,1,2,1,0,696,1189,1478,0,696,1189,1470,0,484,934,492,0,484,934,484
TourDJ/memory,0,1,1,3,0,1,1,2,0,159,578,60,0,159,578,59,0,159,484,60,0,159,484,59
HenrikBechmann/Tribalhub,0,1,1,1,0,1,1,1,0,147,939,23,0,147,939,23,0,147,484,23,0,147,484,23
bitsofcotton/goki_check_cc,0,1,2,1,0,1,2,1,0,275,1040,239,0,275,1040,239,0,275,668,239,0,275,668,239
yw-fang/readingnotes,0,1,1,1,0,1,1,1,0,268,643,58,0,268,643,58,0,268,484,58,0,268,484,58
henriquegemignani/randovania,0,1,1,4,0,1,1,2,0,238,663,406,0,238,663,403,0,238,484,406,0,238,484,403
easypcceo/easypcceo.github.io,0,1,2,2,0,1,2,2,0,1839,1042,525,0,1839,1042,525,0,484,499,510,0,484,499,510
Harrix/Harrix-Html-Template,0,1,1,1,0,1,1,1,0,125,931,61,0,125,931,61,0,125,484,61,0,125,484,61
toastkidjp/Jitte,0,1,1,1,0,1,1,1,0,593,609,648,0,593,609,648,0,484,484,484,0,484,484,484
toastkidjp/Yobidashi_kt,0,1,1,1,0,1,1,1,0,593,609,984,0,593,609,984,0,484,484,484,0,484,484,484
wangxin1248/wangxin1248.github.io,0,1,1,1,0,1,1,1,0,15,516,150,0,15,516,150,0,15,484,150,0,15,484,150
yaron1m/violet,0,1,2,1,0,1,1,1,0,580,636,141,0,580,634,141,0,484,486,141,0,484,484,141
jun7/wyeb,0,1,2,2,0,1,1,1,0,328,504,38,0,328,502,37,0,328,486,38,0,328,484,37
MartynBlackburn/martynblackburn.github.io,0,1,1,1,0,1,1,1,0,179,2022,788,0,179,2022,788,0,179,484,484,0,179,484,484
shinmorino/quant_sandbox,0,1,1,0,0,1,1,0,0,81,879,0,0,81,879,0,0,81,484,0,0,81,484,0
sonya1/sonya1.github.io,0,1,1,0,0,1,1,0,0,87,568,0,0,87,568,0,0,87,484,0,0,87,484,0
realityforge/arez,0,1,2,1,0,1,1,1,0,2321,2737,370,0,2321,2736,370,0,484,485,370,0,484,484,370
wrohdewald/Gpxity,0,1,1,1,0,1,1,1,0,322,838,385,0,322,838,385,0,322,484,385,0,322,484,385
GlukKazan/GlukKazan.github.io,0,1,2,1,0,1,1,1,0,305,809,298,0,305,808,298,0,305,485,298,0,305,484,298
teampheenix/StarCraft-Casting-Tool,0,1,5,4,0,1,1,1,0,358,669,243,0,358,661,236,0,358,492,243,0,358,484,236
paperrune/Neural-Networks,0,1,1,1,0,1,1,1,0,89,651,246,0,89,651,246,0,89,484,246,0,89,484,246
AntonyCorbett/OnlyT,0,1,1,2,0,1,1,1,0,105,1397,694,0,105,1397,693,0,105,484,485,0,105,484,484
MHeasell/rwe,0,1,2,1,0,1,1,1,0,521,509,406,0,521,507,406,0,484,486,406,0,484,484,406
c2theg/srvBuilds,0,1,1,1,0,1,1,1,0,588,776,391,0,588,776,391,0,484,484,391,0,484,484,391
wso2/analytics-solutions,0,1,33,30,0,0,15,9,0,2,855,335,0,0,796,246,0,2,855,335,0,0,796,246
kutsan/dotfiles,0,1,1,1,0,1,1,1,0,82,649,342,0,82,649,342,0,82,484,342,0,82,484,342
houssine78/addons,0,1,11,7,0,1,6,3,0,151,580,93,0,151,566,86,0,151,580,93,0,151,566,86
toby1991/laravel-release,0,1,1,1,0,1,1,1,0,2953,8760,2554,0,2953,8760,2554,0,484,484,484,0,484,484,484
mrozilla/mrozilla.cz,0,1,1,2,0,1,1,1,0,195,646,271,0,195,646,270,0,195,484,271,0,195,484,270
gganssle/scimirrorbot,0,1,1,1,0,1,1,1,0,1904,605,570,0,1904,605,570,0,484,484,484,0,484,484,484
kervinck/gigatron-rom,0,1,9,13,0,1,4,4,0,165,833,658,0,165,816,630,0,165,716,644,0,165,699,616
shuodata/cnn-text-classification-tensorflows,0,1,2,1,0,1,1,1,0,544,513,493,0,544,509,493,0,484,488,484,0,484,484,484
svnpenn/stdlib,0,1,1,1,0,1,1,1,0,407,824,62,0,407,824,62,0,407,484,62,0,407,484,62
ExRam/ExRam.Gremlinq,0,1,2,5,0,1,1,2,0,312,570,637,0,312,565,627,0,312,489,508,0,312,484,498
jeyboy/rubyn,0,1,1,1,0,1,1,1,0,247,597,96,0,247,597,96,0,247,484,96,0,247,484,96
MiczFlor/RPi-Jukebox-RFID,0,1,41,25,0,1,6,2,0,87,866,221,0,87,760,179,0,87,831,221,0,87,725,179
goodGid/goodGid.github.io,0,1,1,2,0,1,1,1,0,784,1179,209,0,784,1179,207,0,484,484,209,0,484,484,207
jonathanvdc/Flame,0,1,1,1,0,1,1,1,0,41,747,694,0,41,747,694,0,41,484,484,0,41,484,484
HenrikBechmann/Tribalopolis,0,1,1,1,0,1,1,1,0,147,939,796,0,147,939,796,0,147,484,484,0,147,484,484
WSULib/combine,0,1,5,3,0,1,1,3,0,389,1034,315,0,389,1025,315,0,389,493,315,0,389,484,315
caceres/SlopedPlanesMacro,0,1,2,0,0,1,1,0,0,387,986,0,0,387,984,0,0,387,486,0,0,387,484,0
adrianotto/centos6,0,1,1,1,0,1,1,0,0,4924,5080,1,0,4924,5080,0,0,484,484,1,0,484,484,0
karthiksrivijay/BetaTesting,0,1,2,0,0,1,2,0,0,22,1610,0,0,22,1610,0,0,22,968,0,0,22,968,0
shirosaidev/diskover,0,1,5,3,0,1,1,1,0,624,689,157,0,624,683,154,0,484,490,157,0,484,484,154
pbaffiliate1/testRepository,0,1,1,1,0,1,1,1,0,38736,50682,37559,0,38736,50682,37559,0,484,484,484,0,484,484,484
molpopgen/fwdpy11,0,1,2,1,0,1,1,1,0,685,758,720,0,685,754,720,0,484,488,484,0,484,484,484
cclauss/itinerant-tester,0,1,3,2,0,1,2,1,0,682,1492,810,0,682,1490,808,0,484,518,486,0,484,516,484
ak110/pytoolkit,0,1,1,1,0,1,1,1,0,111,510,237,0,111,510,237,0,111,484,237,0,111,484,237
WeAreGenki/wag-ui,0,1,3,0,0,1,2,0,0,212,798,0,0,212,797,0,0,212,533,0,0,212,532,0
Softmotions/iowow,0,1,1,1,0,1,1,1,0,245,551,136,0,245,551,136,0,245,484,136,0,245,484,136
bwinkers/ar-nugget,0,1,1,0,0,1,1,0,0,57,784,0,0,57,784,0,0,57,484,0,0,57,484,0
create3000/x_ite,0,1,3,3,0,1,2,1,0,321,739,1238,0,321,731,1236,0,321,657,486,0,321,649,484
laredoza/.NetScaffolder,0,1,4,1,0,1,4,1,0,71,743,25,0,71,743,25,0,71,657,25,0,71,657,25
fr0der1c/EveryClass-server,0,1,2,2,0,1,2,1,0,39,566,251,0,39,566,250,0,39,519,251,0,39,519,250
michaelmusty/SolvableDessins,0,1,3,1,0,1,2,0,0,241,611,2,0,241,608,0,0,241,536,2,0,241,533,0
loveencounterflow/mingkwai-typesetter,1,1,1,2,1,0,1,1,256,11,566,54,256,0,566,52,256,11,484,54,256,0,484,52
mattzeunert/FromJS,2,1,2,1,1,1,2,1,1280,41,898,17,1279,41,898,17,485,41,579,17,484,41,579,17
kooyear/ys_php,1,1,1,0,0,1,1,0,1,3064,1959,0,0,3064,1959,0,1,484,484,0,0,484,484,0
chrislit/abydos,1,1,3,2,0,0,2,1,1,3,2069,1951,0,0,2067,1944,1,3,572,491,0,0,570,484
isaac-benson-powell/ibp_software,1,1,1,0,1,1,1,0,1281,1858,1077,0,1281,1858,1077,0,484,484,484,0,484,484,484,0
djjudas21/photography-database,1,1,3,3,0,1,2,2,2,25,581,619,0,25,580,618,2,25,581,542,0,25,580,541
arashafiei/tmf,1,1,5,1,0,0,3,1,2,1,583,78,0,0,577,78,2,1,583,78,0,0,577,78
cerobe/Challenges,1,1,2,2,0,1,1,1,2,417,508,92,0,417,507,90,2,417,485,92,0,417,484,90
ashafiei/tmf,1,1,5,1,0,0,3,1,2,1,583,497,0,0,577,497,2,1,583,484,0,0,577,484
svnpenn/a,1,1,1,1,1,1,1,1,770,603,621,58,770,603,621,58,484,484,484,58,484,484,484,58
zeropingheroes/lanager,2,1,4,3,0,1,1,1,3,48,638,84,0,48,634,81,3,48,488,84,0,48,484,81
thewml/website-meta-language,1,1,3,3,0,0,1,1,3,6,573,214,0,0,568,209,3,6,489,214,0,0,484,209
dgibbs64/SteamCMD-Commands-List,1,1,1,1,0,1,1,1,3,377,688,49,0,377,688,49,3,377,484,49,0,377,484,49
Bean6754/unixscripts,1,1,1,1,0,1,1,1,3,177,667,17,0,177,667,17,3,177,484,17,0,177,484,17
sweetpi/node-module-compiler,1,1,1,1,1,1,1,1,259,369,731,217,259,369,731,217,259,369,484,217,259,369,484,217
craws/OpenAtlas,1,1,2,3,0,1,2,2,4,365,678,477,0,365,678,476,4,365,496,477,0,365,496,476
craws/OpenAtlas-Python,1,1,2,2,0,1,2,1,4,365,665,109,0,365,665,102,4,365,496,109,0,365,496,102
Grumbel/dirtool,1,1,1,0,0,1,1,0,5,47,923,0,0,47,923,0,5,47,484,0,0,47,484,0
swistak35/orbacle,1,1,3,0,0,1,1,0,5,117,675,0,0,117,673,0,5,117,486,0,0,117,484,0
beached/header_libraries,1,1,2,1,1,1,1,1,517,797,509,465,517,797,508,465,484,484,485,465,484,484,484,465
masasam/dotfiles,5,1,1,2,3,1,1,1,517,1047,902,1139,507,1047,902,1134,517,484,484,489,507,484,484,484
espressif/ESP8266_RTOS_SDK,2,1,20,18,0,1,4,7,6,27,1297,770,0,27,1250,732,6,27,1181,770,0,27,1134,732
vdemir/vdemir.github.io,1,1,3,2,0,0,2,1,6,5,6806,590,0,0,6805,588,6,5,969,486,0,0,968,484
molpopgen/fwdpp,1,1,1,1,1,1,1,1,774,336,674,192,774,336,674,192,484,336,484,192,484,336,484,192
samdauwe/BabylonCpp,1,1,2,3,0,1,1,2,7,709,673,1229,0,709,671,1226,7,484,486,948,0,484,484,945
hernanmd/Territorial,1,1,1,1,0,0,1,0,7,10,976,8,0,0,976,0,7,10,484,8,0,0,484,0
morinted/steno_dictionary,2,1,3,1,0,1,2,1,8,539,575,184,0,539,574,184,8,484,575,184,0,484,574,184
Gisto/Gisto,3,1,3,1,0,0,1,1,8,4,544,117,0,0,542,117,8,4,486,117,0,0,484,117
alxm/a2x,1,1,1,1,1,1,1,1,522,616,531,395,522,616,531,395,484,484,484,395,484,484,484,395
Davidde94/StemCode_iOS,1,1,1,0,1,1,1,0,778,551,966,0,778,551,966,0,484,484,484,0,484,484,484,0
zerothi/sisl,1,1,3,4,1,1,1,2,267,717,912,252,267,717,905,249,267,484,491,252,267,484,484,249
zerothi/sids,1,1,3,2,1,1,1,1,267,717,912,109,267,717,905,100,267,484,491,109,267,484,484,100
kiang/tainan_1999_map,2,1,2,1,2,1,1,1,7179,7393,5398,4297,7179,7393,5397,4297,500,484,485,484,500,484,484,484
debearchive/debearchive.github.io,1,1,1,3,1,1,1,1,780,1603,4536,774,780,1603,4536,771,484,484,484,487,484,484,484,484
remomueller/slice,1,1,1,1,1,1,1,1,1036,624,728,265,1036,624,728,265,484,484,484,265,484,484,484,265
yduf/yduf.github.io,5,1,1,1,0,1,1,1,13,223,613,1775,0,223,613,1775,13,223,484,484,0,223,484,484
PistonDevelopers/math_notation,1,1,1,1,1,1,1,1,14,253,578,67,14,253,578,67,14,253,484,67,14,253,484,67
advancedresearch/path_semantics,1,1,1,2,1,1,1,1,14,253,578,481,14,253,578,480,14,253,484,481,14,253,484,480
bvssvni/math_notation,1,1,1,1,1,1,1,1,14,253,578,57,14,253,578,57,14,253,484,57,14,253,484,57
bvssvni/path_semantics,1,1,1,2,1,1,1,1,14,253,578,458,14,253,578,457,14,253,484,458,14,253,484,457
TheRosettaFoundation/SOLAS-Match,2,1,1,1,2,1,1,1,270,384,605,410,270,384,605,410,270,384,484,410,270,384,484,410
MesserLab/SLiM,1,1,4,3,1,1,3,1,271,342,571,265,271,342,570,262,271,342,571,265,271,342,570,262
maqsoftware/maqsoftware,5,1,14,7,0,0,8,3,16,1,641,110,0,0,612,99,16,1,641,110,0,0,612,99
Aferide/Aferide.github.io,1,1,1,1,1,1,1,1,16,1098,1389,707,16,1098,1389,707,16,484,484,484,16,484,484,484
e-gun/HipparchiaServer,1,1,1,1,1,1,1,1,272,583,505,173,272,583,505,173,272,484,484,173,272,484,484,173
stardiviner/emacs.d,1,1,1,1,1,1,1,1,2320,1317,1180,715,2320,1317,1180,715,484,484,484,484,484,484,484,484
AllureOfTheStars/Allure,1,1,4,1,1,1,1,1,18,316,702,327,18,316,686,327,18,316,500,327,18,316,484,327
OtakuMegane/Nelliel,1,1,1,1,1,1,1,1,18,182,798,110,18,182,798,110,18,182,484,110,18,182,484,110
theborg3of5/ahk,1,1,1,1,1,1,1,1,20,368,873,1130,20,368,873,1130,20,368,484,484,20,368,484,484
pavel-agarkov/Midnight-Lizard,1,1,2,0,1,1,1,0,20,183,1032,0,20,183,1031,0,20,183,485,0,20,183,484,0
itsmachine/itsmachine.github.io,2,1,1,1,1,1,1,1,20,1447,875,86,18,1447,875,86,20,484,484,86,18,484,484,86
bjadamson/BoomHS,1,1,1,0,1,1,1,0,276,138,974,0,276,138,974,0,276,138,484,0,276,138,484,0
dsh2/dotfiles,4,1,1,1,2,1,1,1,277,231,710,392,274,231,710,392,277,231,484,392,274,231,484,392
objective-audio/ui,2,1,1,1,2,1,1,1,1045,255,532,267,1045,255,532,267,500,255,484,267,500,255,484,267
jnidzwetzki/bboxdb,3,1,2,4,1,1,2,3,1557,1695,1824,554,1549,1695,1824,552,492,484,513,532,484,484,513,530
jnidzwetzki/scalephant,3,1,2,2,1,1,2,1,1557,1695,1824,43,1549,1695,1824,41,492,484,513,43,484,484,513,41
fridde/naturskolan_database,1,1,1,1,1,1,1,1,24,25,524,148,24,25,524,148,24,25,484,148,24,25,484,148
xsolinsx/AISashaAPI,5,1,2,1,2,1,1,1,536,1447,674,22,528,1447,665,22,536,484,493,22,528,484,484,22
tzachshabtay/MonoAGS,1,1,4,1,1,1,3,1,284,468,678,44,284,468,677,44,284,468,564,44,284,468,563,44
Scuola247/PostgreSQL,1,1,10,2,1,1,9,0,29,35,579,2,29,35,576,0,29,35,579,2,29,35,576,0
GeorgiyDemo/KIP,2,1,3,2,1,1,1,1,30,410,521,84,25,410,519,82,30,410,486,84,25,410,484,82
FrogFlint/frogflint.github.io,1,1,2,1,1,1,2,1,30,42,1002,139,30,42,1002,139,30,42,550,139,30,42,550,139
JpressProjects/jpress,2,1,13,21,2,1,3,5,798,26,985,1854,798,26,947,1810,526,26,555,601,526,26,517,557
rpnow/rpnow,1,1,2,1,1,1,1,1,31,283,752,376,31,283,751,376,31,283,485,376,31,283,484,376
rpnow/rpnow2,1,1,2,1,1,1,1,1,31,283,752,101,31,283,751,101,31,283,485,101,31,283,484,101
maxalbert/tohu,1,1,1,1,1,1,1,1,31,67,667,190,31,67,667,190,31,67,484,190,31,67,484,190
shamblesides/rpnow,1,1,2,1,1,1,1,1,31,283,752,404,31,283,751,404,31,283,485,404,31,283,484,404
InstantKhabar/_source,2,1,3,1,2,1,2,1,2080,2822,2849,3813,2080,2822,2848,3813,559,484,969,484,559,484,968,484
PolyMathOrg/PolyMath,1,1,18,4,1,1,10,1,34,42,950,19,34,42,912,14,34,42,950,19,34,42,912,14
zorael/kameloso,1,1,1,1,1,1,1,1,35,2171,2353,1006,35,2171,2353,1006,35,484,484,484,35,484,484,484
oinume/lekcije,1,1,1,1,1,1,1,1,547,447,586,171,547,447,586,171,484,447,484,171,484,447,484,171
oinume/dmm-eikaiwa-fft,1,1,1,1,1,1,1,1,547,447,586,142,547,447,586,142,484,447,484,142,484,447,484,142
phecdalouie/cometMobile,2,1,1,1,2,1,1,1,36,149,784,93,36,149,784,93,36,149,484,93,36,149,484,93
bigeasy/compassion,1,1,1,1,1,1,1,1,292,704,751,162,292,704,751,162,292,484,484,162,292,484,484,162
iDigBio/Biospex,1,1,2,3,1,1,1,2,804,545,681,266,804,545,680,264,484,484,485,266,484,484,484,264
manaphp/framework,1,1,1,1,1,1,1,1,294,687,2300,1140,294,687,2300,1140,294,484,484,484,294,484,484,484
CroissanceCommune/autonomie,2,1,7,0,1,1,5,0,550,1018,1479,0,549,1018,1470,0,485,484,1043,0,484,484,1034,0
PureSwift/Bluetooth,1,1,5,1,1,1,4,1,39,82,1300,52,39,82,1297,52,39,82,932,52,39,82,929,52
stencila/hub,1,1,8,10,1,1,8,5,295,16,770,462,295,16,770,450,295,16,770,462,295,16,770,450
md-5/jdk10,1,1,1,1,1,1,1,1,7463,8798,4653,1358,7463,8798,4653,1358,484,484,484,484,484,484,484,484
AnhNhan/discord-buddy-bot,2,1,2,1,1,1,1,1,40,14,773,61,35,14,772,61,40,14,485,61,35,14,484,61
taketo1024/SwiftyAlgebra,3,1,4,1,2,1,2,1,40,498,646,160,39,498,633,160,40,484,510,160,39,484,497,160
hiro0218/kiku-theme,1,1,1,0,1,1,1,0,296,494,602,0,296,494,602,0,296,484,484,0,296,484,484,0
courros/hnco,1,1,1,1,1,1,1,1,43,488,695,258,43,488,695,258,43,484,484,258,43,484,484,258
JavaEden/OrchidCore,1,1,6,5,1,1,1,1,49,359,636,84,49,359,619,77,49,359,501,84,49,359,484,77
JavaEden/Orchid,1,1,6,9,1,1,1,1,49,359,636,267,49,359,619,245,49,359,501,267,49,359,484,245
JavaEden/Orchid-Core,1,1,6,5,1,1,1,1,49,359,636,125,49,359,619,118,49,359,501,125,49,359,484,118
amient/affinity,2,1,2,3,1,1,1,1,305,205,647,110,304,205,643,105,305,205,488,110,304,205,484,105
osom8979/tbag,1,1,1,1,1,1,1,1,1073,1200,676,993,1073,1200,676,993,484,484,484,484,484,484,484,484
manaphp/manaphp,1,1,1,1,1,1,1,1,309,785,2620,1304,309,785,2620,1304,309,484,484,484,309,484,484,484
erelsgl/erel-sites,1,1,1,1,1,1,1,1,565,613,561,496,565,613,561,496,484,484,484,484,484,484,484,484
issue9/web,1,1,1,1,1,1,1,1,55,158,623,312,55,158,623,312,55,158,484,312,55,158,484,312
hirakuni45/glfw3_app,3,1,1,1,2,1,1,1,311,351,526,72,301,351,526,72,311,351,484,72,301,351,484,72
enz/pentobi,1,1,7,6,1,1,3,1,567,714,1511,462,567,714,1505,444,484,484,565,462,484,484,559,444
kazunetakahashi/atcoder,2,1,1,1,1,1,1,1,56,747,1301,1585,55,747,1301,1585,56,484,484,484,55,484,484,484
Edrusb/DAR,1,1,3,3,1,1,1,1,312,546,509,169,312,546,506,167,312,484,487,169,312,484,484,167
conao/dotfiles,7,1,4,1,3,1,1,1,58,222,529,58,49,222,526,58,58,222,487,58,49,222,484,58
LouisCAD/Splitties,1,1,2,1,1,1,1,1,59,110,906,257,59,110,904,257,59,110,486,257,59,110,484,257
ahmetcadirci25/ahmetcadirci25.github.io,1,1,3,2,1,1,2,1,60,343,502,227,60,343,499,226,60,343,502,227,60,343,499,226
aardgoose/CaveView.js,1,1,1,1,1,1,1,1,316,604,870,265,316,604,870,265,316,484,484,265,316,484,484,265
DamienCassou/emacs.d,1,1,1,1,1,1,1,1,318,436,545,393,318,436,545,393,318,436,484,393,318,436,484,393
PacHub/pachub,1,1,1,1,1,1,1,1,574,577,575,535,574,577,575,535,484,484,484,484,484,484,484,484
nicolashainaux/mathmaker,1,1,1,0,1,1,1,0,575,814,559,0,575,814,559,0,484,484,484,0,484,484,484,0
z-------------/cumulonimbus,1,1,7,3,1,1,2,1,65,279,617,14,65,279,600,12,65,279,516,14,65,279,499,12
Senarin/Senarin.github.io,2,1,1,4,1,1,1,1,68,986,1093,1522,65,986,1093,1510,68,484,484,496,65,484,484,484
bashlets/bashlets,2,1,2,1,1,0,1,0,324,10,708,1,317,0,703,0,324,10,489,1,317,0,484,0
bashlets/bashlets-library,2,1,2,1,1,0,1,0,324,10,708,1,317,0,703,0,324,10,489,1,317,0,484,0
bwolf/EmacsConfig,2,1,1,1,1,1,1,1,69,35,505,114,64,35,505,114,69,35,484,114,64,35,484,114
trisyoungs/duq,1,1,1,0,1,1,1,0,70,674,978,0,70,674,978,0,70,484,484,0,70,484,484,0
bert/libdxf,2,1,2,1,1,1,2,1,2118,2196,2111,1717,2108,2196,2111,1717,494,484,511,484,484,484,511,484
ISKU/Algorithm,1,1,2,1,1,1,2,1,327,476,519,192,327,476,519,192,327,476,519,192,327,476,519,192
white-lab/pyproteome,2,1,1,1,1,1,1,1,327,199,669,86,318,199,669,86,327,199,484,86,318,199,484,86
apipanda/openssl,5,1,1,0,2,0,1,0,330,1,7047,0,320,0,7047,0,330,1,484,0,320,0,484,0
moko256/twicalico,1,1,3,1,1,1,1,1,75,465,906,132,75,465,903,132,75,465,487,132,75,465,484,132
tinymins/MY,1,1,1,0,1,1,1,0,331,319,501,0,331,319,501,0,331,319,484,0,331,319,484,0
phma/bezitopo,1,1,1,1,1,1,1,1,331,446,618,237,331,446,618,237,331,446,484,237,331,446,484,237
MinnPost/minnpost-wordpress,2,1,2,2,1,1,2,1,76,282,701,101,75,282,701,100,76,282,498,101,75,282,498,100
limelime/cust-live-deb,1,1,1,1,1,1,1,1,590,1045,1713,86,590,1045,1713,86,484,484,484,86,484,484,484,86
keum/cso_digitalocean,2,1,1,1,2,1,1,1,36942,46340,50646,45316,36942,46340,50646,45316,559,484,484,484,559,484,484,484
JourneyOver/chocolatey-packages,5,1,3,5,2,1,1,1,79,459,537,675,74,459,535,669,79,459,486,490,74,459,484,484
prcutler/nflpool,1,1,4,4,1,1,2,3,80,399,510,373,80,399,503,368,80,399,510,373,80,399,503,368
toggl/toggldesktop,1,1,1,4,1,1,1,3,82,16,72,384,82,16,72,373,82,16,72,384,82,16,72,373
jloughry/bibtex,1,1,2,1,1,1,1,1,82,246,741,1295,82,246,740,1295,82,246,485,484,82,246,484,484
jclgoodwin/bustimes.org.uk,1,1,1,1,1,1,1,1,851,629,665,748,851,629,665,748,484,484,484,484,484,484,484,484
MarcProe/lp2go-uavo,2,1,1,1,1,1,1,1,1621,723,721,690,1616,723,721,690,489,484,484,484,484,484,484,484
