repo_name,users_2016,users_2017,users_2018,users_2019,users_2016_above_11,users_2017_above_11,users_2018_above_11,users_2019_above_11,commits_2016,commits_2017,commits_2018,commits_2019,users_commit_2016_above_11,users_commit_2017_above_11,users_commit_2018_above_11,users_commit_2019_above_11,users_capped_commit_2016,users_capped_commit_2017,users_capped_commit_2018,users_capped_commit_2019,users_capped_commit_2016_above_11,users_capped_commit_2017_above_11,users_capped_commit_2018_above_11,users_capped_commit_2019_above_11
axelor/axelor-development-kit,3,2,6,5,2,2,1,3,491,795,518,419,490,795,500,417,491,517,502,419,490,517,484,417
lobnek/pyutil,3,2,2,5,1,2,1,1,236,198,743,278,223,198,737,259,236,198,490,278,223,198,484,259
Apretaste/Core,8,2,10,4,3,2,5,1,749,1300,691,113,733,1300,662,95,749,745,691,113,733,745,662,95
BathHacked/energy-sparks,4,2,2,5,3,2,2,2,238,276,1701,2645,228,276,1701,2639,238,276,677,974,228,276,677,968
NTAP/quant,1,2,5,6,1,1,1,1,238,531,891,947,238,529,877,940,238,486,498,491,238,484,484,484
drupal-code-builder/drupal-code-builder,1,2,2,1,1,1,1,1,494,480,707,83,494,479,706,83,484,480,485,83,484,479,484,83
nansencenter/nansat,5,2,9,6,3,2,7,3,239,88,773,118,235,88,771,113,239,88,773,118,235,88,771,113
fenderglass/ABruijn,5,2,4,3,1,1,3,1,239,374,606,92,225,373,605,88,239,374,606,92,225,373,605,88
stephenslab/dsc2,3,2,7,4,1,1,3,2,240,238,666,235,237,230,655,230,240,238,612,235,237,230,601,230
vapkarian/soccer-analyzer,2,2,2,3,2,2,2,2,240,462,1048,55,240,462,1048,54,240,462,639,55,240,462,639,54
OxfamFairTrade/oftc,2,2,5,2,2,1,2,1,496,730,710,681,496,725,706,678,496,489,651,487,496,484,647,484
svenkubiak/mangooio,7,2,3,1,2,1,1,1,752,457,554,324,730,449,549,324,524,457,489,324,502,449,484,324
gcallah/Indra,2,2,21,3,2,2,9,1,242,201,746,55,242,201,700,53,242,201,746,55,242,201,700,53
gasvaktin/gasvaktin,3,2,2,2,2,2,2,2,498,992,959,1657,497,992,959,1657,498,536,503,543,497,536,503,543
danrien/projectBlueWater,1,2,2,1,1,2,2,1,499,822,564,179,499,822,564,179,484,634,564,179,484,634,564,179
danrien/projectBlue,1,2,2,1,1,2,2,1,499,822,564,221,499,822,564,221,484,634,564,221,484,634,564,221
dutchcoders/marija-web,2,2,2,0,2,1,2,0,248,77,965,0,248,71,965,0,248,77,521,0,248,71,521,0
Javlo/javlo,4,2,2,3,3,2,2,2,504,414,511,220,499,414,511,219,504,414,511,220,499,414,511,219
Sosowski/Screeps_Custom,3,2,3,1,2,1,2,1,249,1523,662,49,244,1521,659,49,249,486,535,49,244,484,532,49
kinlane/privacy,2,2,3,1,2,2,1,0,505,1155,2147,1,505,1155,2144,0,505,888,487,1,505,888,484,0
JacobDB/new-site,1,2,2,1,1,1,1,1,250,506,560,236,250,505,555,236,250,485,489,236,250,484,484,236
revxx14/new-site,1,2,2,1,1,1,1,1,250,506,560,180,250,505,555,180,250,485,489,180,250,484,484,180
redcode/Q,3,2,3,1,1,2,2,0,254,202,560,1,252,202,554,0,254,202,503,1,252,202,497,0
redcode/Z,3,2,3,1,1,2,2,0,254,202,560,1,252,202,554,0,254,202,503,1,252,202,497,0
assain/rails,573,514,260,0,42,43,22,0,5255,5263,1599,0,4292,4439,1194,0,4958,4741,1599,0,3995,3917,1194,0
deraru/rails,574,514,293,0,42,43,22,0,5257,5263,1835,0,4292,4439,1353,0,4960,4741,1835,0,3995,3917,1353,0
joonyou/rails,574,514,352,0,42,43,25,0,5257,5265,2254,0,4292,4440,1666,0,4960,4743,2254,0,3995,3918,1666,0
aditya-kapoor/rails,574,514,297,0,42,43,23,0,5257,5263,1892,0,4292,4439,1402,0,4960,4741,1892,0,3995,3917,1402,0
Erol/rails,574,514,318,0,42,43,24,0,5257,5265,1999,0,4292,4440,1482,0,4960,4743,1999,0,3995,3918,1482,0
ajweeks/FlexEngine,0,3,3,1,0,2,1,1,0,321,531,653,0,319,522,653,0,321,493,484,0,319,484,484
angular/ngtools-webpack-builds,0,3,3,1,0,1,2,1,0,321,949,1262,0,312,948,1262,0,321,600,484,0,312,599,484
joostvenema/kblg,0,3,1,1,0,2,1,1,0,364,1004,983,0,363,1004,983,0,364,484,484,0,363,484,484
mydearxym/mastani,0,3,3,3,0,2,2,1,0,270,1351,716,0,265,1350,702,0,270,502,498,0,265,501,484
codeenigma/deployments,0,3,7,7,0,2,3,2,0,89,686,116,0,87,669,98,0,89,686,116,0,87,669,98
alexisrolland/data-quality,0,3,16,0,0,3,5,0,0,205,1140,0,0,205,1096,0,0,205,928,0,0,205,884,0
cjellick/rancher,0,3,53,53,0,1,21,21,0,31,1947,1095,0,18,1850,980,0,31,1947,1095,0,18,1850,980
RationalAnimal/vui-ad-hoc-alexa-recognizer,0,3,3,0,0,3,3,0,0,5496,1662,0,0,5496,1662,0,0,891,530,0,0,891,530,0
EBI-Metagenomics/emgapi,0,3,5,6,0,1,2,4,0,1023,570,414,0,1018,562,404,0,489,532,414,0,484,524,404
rapid-build-ui/rapid-build-ui.io,0,3,4,4,0,1,4,1,0,52,635,252,0,45,635,231,0,52,635,252,0,45,635,231
fractalide/fractalide-website-styx,0,3,7,3,0,2,6,2,0,163,870,164,0,162,868,158,0,163,870,164,0,162,868,158
rancherio/rancher,0,3,53,65,0,1,21,25,0,31,1947,1443,0,18,1850,1324,0,31,1947,1443,0,18,1850,1324
abraham/nutmeg-cli,0,3,6,2,0,3,2,2,0,279,1634,228,0,279,1630,228,0,279,972,228,0,279,968,228
yongtin/checkup-data,0,3,1,1,0,1,1,1,0,164,1870,306,0,161,1870,306,0,164,484,306,0,161,484,306
Scripta-Qumranica-Electronica/Scrollery-website,0,3,4,0,0,2,3,0,0,182,644,0,0,181,643,0,0,182,644,0,0,181,643,0
cassproject/cass-editor,0,3,8,5,0,3,7,3,0,290,547,390,0,290,541,378,0,290,547,390,0,290,541,378
jumpserver/luna,0,3,4,8,0,2,2,2,0,212,512,194,0,211,510,183,0,212,512,194,0,211,510,183
fusion809/fusion809-overlay,0,3,2,1,0,2,1,1,0,665,582,626,0,664,581,626,0,665,485,484,0,664,484,484
AlvaroRQ/prototipo,0,3,4,0,0,2,3,0,0,1150,920,0,0,1141,918,0,0,786,920,0,0,777,918,0
art-institute-of-chicago/data-aggregator,0,3,3,5,0,3,3,3,0,669,965,715,0,669,965,707,0,669,906,715,0,669,906,707
anaseto/boohu,0,3,4,3,0,1,1,1,0,308,871,28,0,306,863,26,0,308,492,28,0,306,484,26
panux/packages-main,0,3,2,0,0,2,2,0,0,973,532,0,0,971,532,0,0,911,532,0,0,909,532,0
JuliaRegistries/Uncurated,0,3,4,1,0,0,2,1,0,11,3557,1694,0,0,3547,1694,0,11,978,484,0,0,968,484
chrsjwilliams/RTS_Blokus,0,3,6,4,0,2,3,1,0,143,735,30,0,142,727,24,0,143,735,30,0,142,727,24
wopian/kitsu-season-trends,0,3,3,6,0,2,2,3,0,397,620,472,0,396,619,466,0,397,607,472,0,396,606,466
ObjectProfile/Roassal2,0,3,30,5,0,1,14,1,0,107,5166,68,0,103,5093,53,0,107,1977,68,0,103,1904,53
ScorexFoundation/sigmastate-interpreter,0,3,17,20,0,1,9,9,0,361,1742,1563,0,355,1700,1526,0,361,1742,1424,0,355,1700,1387
CooperLabWebsite/CooperLabWebsite.github.io,0,3,5,2,0,1,4,1,0,451,12052,27,0,442,12051,17,0,451,733,27,0,442,732,17
kiboit/phast,0,3,4,1,0,2,2,1,0,386,804,35,0,385,797,35,0,386,804,35,0,385,797,35
imperial-genomics-facility/data-management-python,0,3,2,2,0,2,2,2,0,164,1869,248,0,163,1869,248,0,164,589,248,0,163,589,248
eurofurence/ef-app_ios,0,3,5,4,0,2,3,2,0,1032,1636,1010,0,1027,1629,1008,0,785,600,552,0,780,593,550
kubernetes-sigs/kustomize,0,3,57,122,0,0,6,14,0,9,885,1553,0,0,769,1328,0,9,885,1367,0,0,769,1142
rancher/rancher,0,3,53,79,0,1,21,27,0,31,1947,1613,0,18,1850,1481,0,31,1947,1613,0,18,1850,1481
sinfin/folio,0,3,4,4,0,3,3,3,0,269,671,593,0,269,670,591,0,269,573,569,0,269,572,567
Sp2000/colplus-backend,0,3,5,3,0,2,3,2,0,200,834,810,0,197,829,804,0,200,802,587,0,197,797,581
AlexandreBERGIA/LivrOr_V4,0,3,2,1,0,1,1,1,0,86,516,318,0,78,515,318,0,86,485,318,0,78,484,318
tuelsch/bolg,0,3,3,3,0,2,3,1,0,588,587,66,0,584,587,55,0,536,587,66,0,532,587,55
fryntiz/preparar_entorno,0,3,2,0,0,1,1,0,0,624,1070,0,0,615,1063,0,0,493,491,0,0,484,484,0
react-chunky/react-chunky,0,3,7,4,0,1,4,1,0,171,536,97,0,169,527,82,0,171,536,97,0,169,527,82
Gr8z/Legend-Cogs,0,3,7,2,0,2,3,1,0,254,989,27,0,253,963,25,0,254,633,27,0,253,607,25
DuncanCragg/ForestJS,0,3,6,0,0,2,1,0,0,86,516,0,0,77,477,0,0,86,516,0,0,77,477,0
K-Fet/K-App,0,3,9,5,0,2,7,2,0,109,1035,140,0,106,1023,130,0,109,1035,140,0,106,1023,130
JiHong88/test,0,3,5,1,0,2,3,1,0,192,606,21,0,187,602,21,0,192,606,21,0,187,602,21
DXkite/suda,0,3,2,1,0,3,2,1,0,685,503,29,0,685,503,29,0,685,503,29,0,685,503,29
cerndb/metrics-monitor,0,3,12,0,0,1,5,0,0,174,557,0,0,165,536,0,0,174,557,0,0,165,536,0
murisi/L2,0,3,1,1,0,2,1,1,0,150,677,433,0,145,677,433,0,150,484,433,0,145,484,433
tulios/kafkajs,0,3,7,39,0,3,3,3,0,235,746,697,0,235,727,633,0,235,702,697,0,235,683,633
josercc/iPAToolPlist,0,3,7,0,0,2,5,0,0,148,1000,0,0,145,990,0,0,148,960,0,0,145,950,0
heinrichschiller/heinerCMS,0,3,3,3,0,1,2,1,0,143,601,149,0,131,598,142,0,143,503,149,0,131,500,142
Michael2109/cobalt,0,3,4,0,0,1,3,0,0,513,778,0,0,501,767,0,0,496,631,0,0,484,620,0
RainbowDinoaur/roxbot,0,3,6,2,0,1,2,1,0,145,741,21,0,141,722,14,0,145,741,21,0,141,722,14
douira/resolution-editor,0,3,6,4,0,2,4,2,0,433,646,28,0,425,643,26,0,433,612,28,0,425,609,26
starcity-properties/odin,0,3,11,0,0,3,8,0,0,301,1396,0,0,301,1390,0,0,301,1396,0,0,301,1390,0
amirm3hdi/donate-clan,0,3,4,0,0,2,3,0,0,89,558,0,0,87,556,0,0,89,558,0,0,87,556,0
pgsql-tw/twpug-doc,0,3,4,1,0,1,2,1,0,393,701,30,0,390,699,30,0,393,500,30,0,390,498,30
AmirSavand/donate-clan,0,3,4,0,0,2,3,0,0,89,558,0,0,87,556,0,0,89,558,0,0,87,556,0
lgeurts/lgeurts.github.io,0,3,2,2,0,3,2,2,0,1615,875,126,0,1615,875,126,0,1372,710,126,0,1372,710,126
squatsandsciencelabs/OpenBarbellApp,0,3,2,0,0,2,2,0,0,866,628,0,0,862,628,0,0,628,628,0,0,624,628,0
tegh/tegh-daemon,0,3,3,2,0,1,1,1,0,48,601,123,0,40,595,122,0,48,490,123,0,40,484,122
way-cooler/wlroots-rs,0,3,12,5,0,2,2,2,0,265,751,126,0,264,727,118,0,265,549,126,0,264,525,118
be-lb/sdi-clients,0,3,5,0,0,3,4,0,0,357,741,0,0,357,740,0,0,357,741,0,0,357,740,0
bicpu/sams,0,3,4,0,0,3,4,0,0,1672,1403,0,0,1672,1403,0,0,972,1396,0,0,972,1396,0
igoldyrev/autobagaz,0,3,3,2,0,3,2,1,0,678,931,68,0,678,929,61,0,622,806,68,0,622,804,61
Pr0methean/betterrandom-coverage,0,3,83,7,0,3,7,5,0,5479,7117,3026,0,5479,6976,3024,0,981,2855,1696,0,981,2714,1694
Fenrikur/ef-app_ios,0,3,5,4,0,2,3,2,0,1032,1636,1011,0,1027,1629,1009,0,785,600,553,0,780,593,551
ronny1982/hakuneko,0,3,2,11,0,2,1,1,0,362,740,1592,0,361,739,1572,0,362,485,504,0,361,484,484
progmaticltd/homebox,0,3,4,6,0,1,4,5,0,83,657,575,0,74,657,573,0,83,579,575,0,74,579,573
cake-contrib/Home,0,3,7,5,0,2,3,1,0,310,670,726,0,309,660,715,0,310,571,495,0,309,561,484
zihuaye/3grid,0,3,2,2,0,2,1,1,0,730,995,473,0,729,994,469,0,517,485,473,0,516,484,469
wp-pwa/wp-pwa,0,3,4,0,0,1,4,0,0,136,599,0,0,126,599,0,0,136,599,0,0,126,599,0
foobnix/LirbiReader,0,3,12,6,0,1,7,3,0,564,1576,497,0,558,1562,486,0,490,716,497,0,484,702,486
open-campaign-logger/generator-library,0,3,4,1,0,2,1,0,0,137,533,2,0,135,526,0,0,137,491,2,0,135,484,0
Equilibrium-Games/Flounder,0,3,6,3,0,2,2,1,0,319,568,154,0,317,560,147,0,319,514,154,0,317,506,147
SCAII/SCAII,0,3,8,2,0,1,6,0,0,38,778,12,0,30,770,0,0,38,756,12,0,30,748,0
Catch-up-TV-and-More/plugin.video.catchuptvandmore,0,3,7,7,0,2,2,5,0,554,515,673,0,550,498,669,0,554,515,673,0,550,498,669
jahshaka/VR,0,3,4,0,0,3,4,0,0,972,711,0,0,972,711,0,0,918,711,0,0,918,711,0
Blockrazor/blockrazor,0,3,33,3,0,2,13,0,0,149,2066,14,0,141,2006,0,0,149,1870,14,0,141,1810,0
sharkspeed/dororis,0,3,1,1,0,2,1,1,0,5232,2125,254,0,5230,2125,254,0,970,484,254,0,968,484,254
gpuopenanalytics/libgdf,0,3,37,0,0,2,18,0,0,105,1051,0,0,104,981,0,0,105,1051,0,0,104,981,0
DandelionDIMN/Suzu,0,3,5,2,0,1,2,1,0,22,525,218,0,15,517,217,0,22,525,218,0,15,517,217
judithfan/graphcomm,0,3,6,1,0,2,4,0,0,97,739,1,0,95,736,0,0,97,558,1,0,95,555,0
raventid/coursera_learning,0,3,3,1,0,2,2,1,0,272,544,27,0,270,542,27,0,272,544,27,0,270,542,27
sunya9/beta,0,3,6,5,0,1,3,2,0,276,662,341,0,263,653,328,0,276,602,341,0,263,593,328
libobjc/SGPlayer,0,3,1,2,0,2,1,1,0,221,886,152,0,218,886,151,0,221,484,152,0,218,484,151
davidam/python-examples,0,3,2,3,0,3,2,1,0,320,1001,250,0,320,1001,245,0,320,598,250,0,320,598,245
ArtutoGamer/Endless,0,3,2,0,0,1,1,0,0,262,508,0,0,253,505,0,0,262,487,0,0,253,484,0
jdereus/labman,0,3,17,8,0,2,10,4,0,189,688,169,0,187,653,143,0,189,688,169,0,187,653,143
abulbasar/machine-learning,0,3,2,1,0,1,2,1,0,160,521,230,0,156,521,230,0,160,496,230,0,156,496,230
bosh-io/releases-index,0,3,4,5,0,1,1,1,0,437,1784,1472,0,428,1780,1467,0,437,488,489,0,428,484,484
GCModeller-Cloud/php-dotnet,0,3,3,1,0,2,1,1,0,40,1062,279,0,37,1056,279,0,40,490,279,0,37,484,279
cismet/wupp-geoportal3-powerboats,0,3,3,0,0,1,1,0,0,147,584,0,0,144,572,0,0,147,496,0,0,144,484,0
DefenSec/dssp2-standard,0,3,1,2,0,1,1,1,0,2076,1860,1058,0,2073,1860,1056,0,487,484,486,0,484,484,484
DavisDevelopment/pman,0,3,2,0,0,3,1,0,0,1753,965,0,0,1753,956,0,0,533,493,0,0,533,484,0
hfreire/watch-rtp-play,0,3,5,6,0,3,3,4,0,493,572,720,0,493,570,707,0,493,572,720,0,493,570,707
enslyon/ensl,0,3,3,3,0,2,2,1,0,150,730,242,0,145,723,231,0,150,702,242,0,145,695,231
imabusabah/perfectquran,0,3,1,0,0,3,1,0,0,380,554,0,0,380,554,0,0,380,484,0,0,380,484,0
Watson-Personal-Assistant/developer,0,3,4,1,0,2,2,0,0,52,783,3,0,51,778,0,0,52,639,3,0,51,634,0
ferreusveritas/Growing-Trees,0,3,11,1,0,2,2,1,0,101,748,19,0,99,732,19,0,101,582,19,0,99,566,19
craigbarnes/dte,0,3,1,1,0,1,1,1,0,704,728,630,0,700,728,630,0,488,484,484,0,484,484,484
SylvainCecchetto/plugin.video.catchuptvandmore,0,3,7,5,0,2,2,5,0,554,515,427,0,550,498,427,0,554,515,427,0,550,498,427
moosend/mooskin-ui,0,3,5,5,0,2,3,4,0,904,609,237,0,900,604,232,0,828,609,237,0,824,604,232
oleksiyp/mockk,0,3,18,4,0,1,1,1,0,552,597,88,0,550,573,85,0,486,508,88,0,484,484,85
BrightcoveLearning/Brightcove-API-References,0,3,6,0,0,3,2,0,0,534,1196,0,0,534,1191,0,0,534,504,0,0,534,499,0
DarkByte7/VisualPlus,0,3,4,2,0,3,3,2,0,744,518,89,0,744,517,89,0,600,518,89,0,600,517,89
comptoirdesappli/amapress,0,3,2,3,0,1,1,1,0,227,588,632,0,213,585,628,0,227,487,488,0,213,484,484
archlinux32/builder,0,3,3,0,0,1,1,0,0,732,890,0,0,725,872,0,0,491,502,0,0,484,484,0
btcpayserver/btcpayserver,0,3,50,43,0,2,7,6,0,221,1489,1441,0,218,1381,1344,0,221,997,969,0,218,889,872
JiHong88/SunEditor,0,3,5,12,0,2,3,1,0,192,606,584,0,187,602,565,0,192,606,503,0,187,602,484
HugoMMRabson/fonsa,0,3,11,9,0,1,7,5,0,270,571,217,0,264,549,198,0,270,571,217,0,264,549,198
d-c-n/dcf,0,3,5,5,0,1,2,3,0,85,683,314,0,81,669,310,0,85,623,314,0,81,609,310
andyholmes/gnome-shell-extension-gsconnect,0,3,36,22,0,1,3,2,0,1043,1914,731,0,1041,1818,705,0,486,647,535,0,484,551,509
thp44/delphin_6_automation,0,3,4,3,0,1,3,1,0,77,896,111,0,65,894,107,0,77,536,111,0,65,534,107
hfreire/browser-as-a-service,0,3,3,6,0,3,3,4,0,591,554,828,0,591,554,818,0,591,554,828,0,591,554,818
f1nalspace/final_game_tech,0,3,4,2,0,3,2,0,0,155,577,8,0,155,567,0,0,155,577,8,0,155,567,0
polyaxon/polyaxon,0,3,27,48,0,2,5,4,0,1058,5281,2060,0,1051,5237,1958,0,516,690,784,0,509,646,682
revilheart/ESGST,0,3,4,4,0,3,4,3,0,336,1083,465,0,336,1083,464,0,336,884,465,0,336,884,464
UtrechtUniversity/yoda-ansible,0,3,8,3,0,3,5,1,0,468,504,24,0,468,491,17,0,468,504,24,0,468,491,17
hep-gc/cloudscheduler,0,3,14,18,0,2,10,10,0,208,2214,1956,0,206,2197,1937,0,208,2214,1791,0,206,2197,1772
SwiftStudies/OysterKit,0,3,5,2,0,2,2,0,0,40,606,3,0,37,594,0,0,40,563,3,0,37,551,0
andreasbaumann/builder,0,3,3,0,0,1,1,0,0,732,865,0,0,725,847,0,0,491,502,0,0,484,484,0
liuq369/linuxer,1,3,3,3,0,2,1,1,1,2229,1663,306,0,2226,1651,302,1,971,496,306,0,968,484,302
spectrecoin/spectre,1,3,16,5,0,1,8,3,1,80,876,491,0,73,854,487,1,80,876,491,0,73,854,487
liangxiegame/QFramework,1,3,14,9,0,1,4,2,1,168,640,368,0,166,620,339,1,168,585,368,0,166,565,339
merrillrudd/LIME,2,3,2,2,1,1,1,1,257,255,518,37,251,247,517,35,257,255,485,37,251,247,484,35
Morning-UI/morning-ui,1,3,2,2,0,1,1,1,2,665,846,563,0,658,845,562,2,491,485,485,0,484,484,484
acmepjz/meandmyshadow,2,3,18,26,0,0,7,7,2,7,630,400,0,0,592,338,2,7,618,400,0,0,580,338
rpspringuel/lyluatex,1,3,2,2,0,1,2,1,3,17,590,27,0,15,590,23,3,17,590,27,0,15,590,23
jperon/lyluatex,1,3,2,3,0,1,2,2,3,17,590,93,0,15,590,92,3,17,590,93,0,15,590,92
JoseALermaIII/python-tutorials,2,3,2,0,0,2,1,0,4,60,1389,0,0,58,1388,0,4,60,485,0,0,58,484,0
makinacorpus/Geotrek,5,3,9,1,3,2,6,0,263,322,809,3,252,316,804,0,263,322,809,3,252,316,804,0
GeotrekCE/Geotrek-admin,5,3,9,12,3,2,6,5,263,322,809,1294,252,316,804,1256,263,322,809,935,252,316,804,897
buildaworldnet/IrrlichtBAW,2,3,4,12,0,1,3,7,8,20,782,977,0,17,775,962,8,20,782,977,0,17,775,962
cenit/GDL,3,3,24,5,2,2,12,1,264,206,792,37,255,202,758,13,264,206,792,37,255,202,758,13
pysal/spaghetti,1,3,4,4,0,2,2,2,9,38,766,231,0,33,762,229,9,38,525,231,0,33,521,229
tosdr/tosback2,4,3,6,9,1,2,2,2,521,649,745,623,516,646,726,592,489,499,523,529,484,496,504,498
progund/utils,1,3,3,2,0,2,3,1,10,597,1166,44,0,586,1166,39,10,507,887,44,0,496,887,39
siddhartha-gadgil/ProvingGround,2,3,3,4,1,1,1,1,522,507,623,586,519,493,617,583,487,498,490,487,484,484,484,484
codeontap/gen3,3,3,3,5,0,2,3,4,11,337,778,444,0,332,778,443,11,337,778,444,0,332,778,443
stateos/StateOS,2,3,3,3,2,1,3,1,267,348,798,19,267,336,798,14,267,348,798,19,267,336,798,14
biow0lf/eve_online,2,3,2,1,1,2,2,1,523,494,775,111,522,491,775,111,485,494,496,111,484,491,496,111
tongueroo/ufo,1,3,4,4,1,1,1,1,12,103,529,106,12,101,526,103,12,103,487,106,12,101,484,103
fluent/fluentd-ui,2,3,3,6,0,0,2,0,12,9,685,18,0,0,682,0,12,9,540,18,0,0,537,0
tradle/tim,3,3,4,3,3,3,3,3,2061,2285,2128,754,2061,2285,2127,754,980,1273,1102,533,980,1273,1101,533
kgtkr/anontown-server,1,3,1,1,1,2,1,1,15,176,859,85,15,175,859,85,15,176,484,85,15,175,484,85
fractalide/fractalide,6,3,7,5,4,2,5,0,783,149,598,16,781,145,596,0,684,149,598,16,682,145,596,0
dmichiels/fractalide,6,3,7,2,4,2,5,0,783,149,598,5,781,145,596,0,684,149,598,5,682,145,596,0
syj2010syj/w3x2lni,2,3,5,2,2,3,3,2,1295,593,1473,94,1295,593,1466,94,946,593,1281,94,946,593,1274,94
Yubico/yubikey-manager-qt,2,3,5,6,2,2,3,2,272,164,1067,142,272,157,1065,127,272,164,1018,142,272,157,1016,127
LambdaHack/LambdaHack,2,3,3,3,1,2,1,1,1040,1472,1739,1004,1039,1467,1726,993,485,502,497,495,484,497,484,484
Allors/allors2,1,3,3,10,1,2,2,5,17,622,743,1337,17,617,735,1322,17,605,715,1036,17,600,707,1021
Allors/allors,1,3,5,0,1,2,3,0,17,622,626,0,17,617,615,0,17,605,626,0,17,600,615,0
mattsmart/biomodels,2,3,3,1,1,1,1,1,17,238,544,97,16,223,539,97,17,238,489,97,16,223,484,97
Allors/apps,1,3,5,0,1,2,3,0,17,622,655,0,17,617,644,0,17,605,655,0,17,600,644,0
Allors/platform,1,3,3,4,1,2,2,3,17,622,743,458,17,617,735,451,17,605,715,458,17,600,707,451
DigiArt-project/WordpressUnity3DEditor,2,3,4,1,0,3,4,1,19,1237,768,16,0,1237,768,16,19,1237,768,16,0,1237,768,16
neowu/core-ng-project,4,3,6,5,1,1,1,1,275,410,573,295,271,408,562,285,275,410,495,295,271,408,484,285
stcarrez/ada-awa,2,3,1,2,2,2,1,1,531,642,543,314,531,641,543,312,498,501,484,314,498,500,484,312
19Inocybe63/Fungiquebec,2,3,2,2,2,2,1,1,2836,5018,1371,346,2836,5015,1362,345,543,507,493,346,543,504,484,345
alenny/leetcode,2,3,1,0,1,1,1,0,21,107,501,0,20,105,501,0,21,107,484,0,20,105,484,0
orc-lang/orc,2,3,2,2,2,2,2,1,279,866,616,65,279,865,616,64,279,783,616,65,279,782,616,64
ACP3/cms,4,3,1,1,2,1,1,1,1047,490,551,83,1044,482,551,83,562,490,484,83,559,482,484,83
fileformat/vectorlogozone,2,3,5,5,1,2,4,1,25,297,1369,95,23,289,1368,83,25,297,997,95,23,289,996,83
fileformat/hackerlogos,2,3,5,4,1,2,4,1,25,297,1369,91,23,289,1368,83,25,297,997,91,23,289,996,83
pwnbus/scoring_engine,7,3,5,7,5,2,3,3,537,428,538,154,529,417,536,145,537,428,538,154,529,417,536,145
SUPLA/supla-cloud,2,3,5,6,1,3,3,4,26,685,978,512,16,685,971,504,26,685,792,512,16,685,785,504
maratonago/maratonago.github.io,5,3,5,1,0,2,1,1,27,321,502,61,0,310,480,61,27,321,502,61,0,310,480,61
ASMlover/study,2,3,2,2,2,2,2,2,1051,1323,728,1710,1051,1322,728,1710,537,937,728,536,537,936,728,536
brianhonohan/sketchbook,2,3,2,2,2,2,2,2,29,42,516,395,29,41,516,395,29,42,516,395,29,41,516,395
tandemcode/tandem,3,3,1,4,2,2,1,1,1568,608,1123,257,1563,607,1123,251,512,531,484,257,507,530,484,251
crcn/saffron,3,3,1,4,2,2,1,1,1568,608,1123,259,1563,607,1123,253,512,531,484,259,507,530,484,253
crcn/tandem,3,3,1,0,2,2,1,0,1568,608,561,0,1563,607,561,0,512,531,484,0,507,530,484,0
hephaex/toolchain,2,3,1,1,2,1,1,1,34,66,3261,23,34,64,3261,23,34,66,484,23,34,64,484,23
zenhack/haskell-capnp,1,3,2,1,1,3,1,1,34,298,1173,296,34,298,1172,296,34,298,485,296,34,298,484,296
SusanDoggie/Doggie,2,3,4,3,2,3,2,3,802,1154,672,541,802,1154,670,541,704,778,523,541,704,778,521,541
pyannote/pyannote-audio,3,3,5,9,1,2,1,2,292,356,584,203,281,351,576,190,292,356,492,203,281,351,484,190
thenewdynamic-org/thenewdynamic.org,4,3,3,5,3,2,2,2,804,433,1736,406,801,425,1735,400,804,433,959,406,801,425,958,400
budparr/thenewdynamic,4,3,3,4,3,2,2,2,804,433,1736,332,801,425,1735,327,804,433,959,332,801,425,958,327
airbornemihir/turbo-octo-sniffle,1,3,2,1,1,2,1,1,38,290,1002,645,38,289,1001,645,38,290,485,484,38,289,484,484
regardscitoyens/the-law-factory-parser,4,3,6,4,1,1,4,0,39,130,680,16,25,122,678,0,39,130,680,16,25,122,678,0
flesire/ontrack,2,3,3,3,1,1,1,1,1319,955,796,236,1318,952,789,225,485,487,491,236,484,484,484,225
nemerosa/ontrack,2,3,3,4,1,1,1,2,1319,955,796,588,1318,952,789,580,485,487,491,524,484,484,484,516
cdrobey/puppet-repo,12,3,3,2,1,2,2,2,40,628,1055,206,17,623,1051,206,40,515,748,206,17,510,744,206
MikeKwon36/MikeKwon36.github.io,1,3,1,4,1,1,1,2,40,236,548,200,40,230,548,197,40,236,484,200,40,230,484,197
davidmerfield/Blot,1,3,3,4,1,1,1,2,296,628,1834,2254,296,625,1832,2252,296,487,486,509,296,484,484,507
davidmerfield/Blot-core,1,3,3,2,1,1,1,1,296,628,1834,601,296,625,1832,593,296,487,486,492,296,484,484,484
applysquare/applysquare.github.io,5,3,3,1,3,2,1,0,553,621,841,1,549,619,838,0,534,501,487,1,530,499,484,0
molbiodiv/fennec,5,3,4,0,4,2,3,0,1577,888,878,0,1574,886,877,0,1129,804,813,0,1126,802,812,0
bbfrederick/rapidtide,2,3,4,3,2,3,4,1,554,438,1448,383,554,438,1448,379,554,438,753,383,554,438,753,379
Wohlstand/libADLMIDI,2,3,8,4,1,1,3,3,43,246,598,86,42,235,574,85,43,246,598,86,42,235,574,85
lenonr/dev_xfce,1,3,3,1,1,1,3,1,44,383,506,118,44,368,506,118,44,383,506,118,44,368,506,118
Sesamath/sesatheque,3,3,8,1,1,1,4,1,300,508,1322,135,289,503,1315,135,300,489,1138,135,289,484,1131,135
steinbaugh/seqcloud,2,3,2,5,2,2,2,1,46,325,580,1554,46,324,580,1538,46,325,500,500,46,324,500,484
