extension,files,repositories,avg_size,std_size
.ux,6748,123,840.18894487255488,1749.3499014005322
.uvprojx,10953,533,49588.722450470144,89651.539739723856
.uvproj,22136,1024,49461.029951210607,83350.918946220583
.uvoptx,9461,440,14771.76915759429,18804.524578686549
.uvopt,19163,828,26360.839482335752,41950.27427298118
.uvmpw,559,71,932.0232558139536,1113.4265918523147
.uvguix,1401,40,5461.2369735902948,24376.598889000739
.uvgui,1441,37,21044.974323386541,51058.822822078684
.uv2,1494,148,4231.1646586345341,3446.3571916582132
.uuid/license,1690,1580,1082.08875739645,3.313917973193754
.uuid,750,432,60.309333333333306,284.13951384955806
.uue,1040,259,69097.923076923093,58641.147291315967
.uu,7541,514,56277.629226892888,384462.02352263173
.utt,1917,13,16575.017214397492,15877.443452090705
.uts,1060,372,14534.215094339615,51263.50060365229
.utml,752,16,732.72473404255356,1031.6463488559373
.uti,4136,37,1357.0689071566746,1813.5695864976556
.utf8,23576,3353,88291.1191890058,746804.40081727714
.utf-8,9054,489,22079.222553567488,199266.37059887429
.utf,1099,90,187793.6387625116,1488470.2421280227
.utb,1414,36,6161.6046676096148,5533.8317498652632
.ut,1127,208,5074.5794143744442,26727.56554325762
.usql,582,22,1575.1838487972523,4836.4474471809172
.usp,1416,136,8460.2838983050879,193114.16998245526
.usfm,1900,18,79202.441052631635,303176.35600612278
.users,588,549,409.13095238095246,1672.0034076185434
.userprefs,5568,3844,855.5639367816085,695.34210238261744
.userdata,6399,23,317.87810595405648,22871.500729545245
.user,65572,26878,3221.4865338864192,16070.259321754982
.use,2345,214,4191.3168443496825,85797.1583607852
.usbvision,13539,13491,5041.8484378462226,83.897945991490673
.usb,1860,1239,7032.7403225806447,79214.428122647281
.usage,1432,367,2760.2206703910633,14137.960337401371
.us,644,254,9223.55900621119,52985.74919265198
.urs,1605,146,1038.4099688473525,2777.5595147548679
.urp,1352,123,70.1279585798817,112.46140834311969
.urls,531,152,94989.7645951036,1142586.1724168151
.url,73445,4837,182.94955477493647,3164.8998499257286
.urdf,4707,563,10506.878903760338,33386.289472395569
.ur,3011,198,11245.485552972428,72610.652965862711
.upstart,6280,3142,363.98566878980876,339.730875076907
.uproject,806,695,274.13771712158837,346.50841853557375
.upper_html,1407,28,124.83866382373847,176.66369183244512
.upp,2465,86,1139.643407707912,20405.184408978763
.uplugin,802,339,598.29675810473839,217.51130488958592
.upload,2504,2310,1915193.2675718854,284287.46800255048
.upgrade,2501,996,225.11795281887242,2167.8998231656292
.upf,2213,145,442440.57523723447,606772.28614737676
.update,1850,695,70172.674054054078,1733529.4525478969
.upd,648,130,3745.6496913580249,53589.283269403837
.up_defconfig,25731,12826,3661.6871866620031,5418.6015247688392
.up,754,246,138144.5557029178,690339.555956333
.un~,22236,3880,30160.04114948733,146662.49815767381
.unx,2086,677,3066.9324065196547,2230.5298934335924
.unv,680,133,379580.03382352943,1349630.6754983412
.unused,699,503,16529.120171673821,18117.951033918995
.unsuccessfulbuild,688,401,0.0,0.0
.unoproj,1038,74,657.20809248554849,599.1124446726526
.uno,10500,73,3439.4546666666711,6925.5022135673989
.unlang,524,18,1517.9236641221371,2010.0404726319989
.unknownextension,4383,4230,20.126853753137112,130.56673456378275
.unknown,3405,1216,7041.2898678414085,77805.4015030801
.unkn,741,696,60.0,0.0
.unix,9053,7372,6432.010825140851,5659.4329443061706
.unityweb,1265,142,4708423.59604743,10261376.577642888
.unityproj,1735,528,7114.3556195965439,5199.7636044207366
.unitypackage,2738,1040,4594479.6983199446,11084747.36725224
.unity3d,2044,452,2753590.7896281821,7760822.3190522622
.unity,70541,10580,279621.71802214329,2020313.3087720138
.unitjs,2317,71,14277.046180405701,29484.464680427718
.unit,2453,135,5883.1475743986985,56720.164896700364
.uniq/license,732,646,1880.0587431693989,213.75823589238502
.unicode,602,420,66098.5946843854,1178924.3442496504
.uni,18332,13957,5308.4497054331287,55965.6914556569
.undo,1755,29,31108.167521367581,48300.485709746878
.underscore,52685,439,1677.072069849102,2402.9979332452076
.ump,17296,37,4848.584123496752,55304.055023816669
.uml,12265,2209,112850.27753770887,962306.06086349813
.umap,4860,669,4919805.0487654274,9345712.98900031
.um,23469,13341,4386.2602156035618,105542.11372309146
.ulp,777,99,612514.37709137658,3134118.4603954158
.ui~,563,133,13850.923623445828,21491.477214153278
.uitest,1255,44,6620.8685258964133,24837.571032837517
.uil,607,17,4541.2998352553577,7478.5487695628053
.ui,364567,28626,10503.140948028795,28276.861245386241
.ufo,1047,52,37504.035339064052,244528.88512984864
.ufm,16663,830,138601.94232731187,53573.292785217622
.ufl,713,27,1049.4838709677413,542.79464124337346
.uf,524,22,129302.59160305349,814438.07653487369
.uew,1912,18,7598.7918410041739,16794.327238680045
.udf,820,176,1223.4085365853657,7397.5668128017605
.udev,1390,1189,256.25899280575533,660.54496926140564
.ucs,1913,42,362465.72922111873,944259.52516876219
.ucode,19691,9671,11439.831039561224,69387.777812037486
.ucm,17935,326,81035.595929746458,174043.02015121884
.ucls,16851,1212,7127.4500623108461,6216.1051672355279
.uclibc,1589,59,4374.9238514789167,1280.9050464029417
.uci,882,341,13273.027210884347,98930.7286092842
.ucf,4624,887,7071.5983996539671,14241.553078922539
.ucd,759,159,209519.13833992084,953065.61162138439
.uc,67480,14120,5881.6779193835237,40780.875778556743
.ubuntu,13520,12895,38839.13594674557,458933.00905632629
.ubsan,603,302,1169.5422885572143,286.60772174789349
.uavcan,1813,55,435.92774407060097,673.56350848590171
.uasset,180663,729,1105799.4218517297,3719129.6489883619
.uai,1218,41,321332.36863711,2976182.9125540112
.u,1630,265,59263.944171779149,271225.31364475435
.typoscript,693,35,2430.481962481962,9045.04233055856
.types,445226,19764,4986.4274525746368,17300.270286370851
.typemap,1319,64,4470.6573161486067,37720.832843000411
.type,4950,510,4745.8476767676848,159404.76115226146
.typ,1463,96,19002.911825017098,130603.33442046022
.txz,1983,228,1729531.3938477051,7539122.7279650029
.txx,12903,329,6923.5329768270913,13819.521804861044
.txt~head,726,68,68662.819559228665,1574334.8475281221
.txt~,8337,3669,108572.13026268424,1669230.0555089663
.txto,614,350,243.89413680781763,243.14233010702515
".txt,v",3563,479,3031.0429413415682,20183.267563371675
.txt,52833198,1176056,18649.529194037252,540800.483665539
.txo,1601,28,9811.9200499687722,82150.7219951374
.txml,2239,184,18053.224207235377,129158.94867122745
.txi,1183,66,24533.786136939965,96727.98558005174
.txh,1420,491,6950.3739436619717,4243.5012019945325
.txf,571,48,148237.45183887915,343393.75530015008
.txd,627,56,418215.71610845305,1317792.8307377668
.tx/config,9239,8859,3206.8443554497189,15326.908934889514
.tx,2440,436,170380.38770491802,1002373.7646446604
.twiki,2343,82,4518.969270166448,13706.189001764378
.twig~,1232,237,2167.8887987013009,5767.4911776238259
.twig,1618154,30298,1829.41918321742,5794.13462199664
.twf,638,80,421.0,0.0
.tw,9529,89,18069.414629027178,54128.752468103638
.tv,2361,252,6353.1274883523847,185137.13143903133
.turtle,509,378,24714.799607072688,322917.28043653333
.tuner,13610,13559,3215.8049228508444,164.52352709269138
.ttx,8049,552,111832.56267859356,624953.23205963743
.ttt,612,267,1342035.7369281044,2991918.2690522526
.tts,531,21,258702.94350282481,719000.43478775339
.ttp,669,32,30037.203288490291,357739.37785668904
.ttml,630,114,23730.660317460319,38009.932643121989
.ttl,111174,2233,126212.84622303715,1875868.8630885815
.ttinclude,3234,690,12087.391156462592,33098.625725950405
.ttf,2557187,362790,146413.14688288304,688117.780408675
.ttcn,12721,17,2936.1299426145724,11007.287613385486
.ttc,1880,1234,6920757.5569148883,9951229.4782955255
.ttb,862,14,5359.307424593967,5997.219655800639
.tt2,6391,298,3628.58910968549,36396.453115755074
.tt,98768,7733,5891.3884557751462,23163.142166609825
.ts~,1855,63,111465.83018867929,22198.733524225259
.tsx,153159,5578,3119.5122258567917,8425.484805627937
.tsv,205637,11699,158437.74965108462,1955226.1301801184
.tst,209396,14655,8724.8199726833464,437442.62187916419
.tss,19582,2165,2904.31462567664,41179.306560837678
.tsp,6559,228,89225.659399298747,1185635.1771327318
.tsk,602,262,3281.7857142857156,9501.4966670557642
.tsd,1717,17,31034.638905066979,617756.48015652655
.tscparams,103109,608,4.4055417082892872,9.1270517265451829
.tscn,7113,353,24631.383523126657,427459.43310715706
.tsc,894,73,8005.5782997762981,56746.662934281456
.ts,6849340,75699,19287.273094633998,198810.30153349775
.trx,2624,103,180058.2724847561,1642363.4686871953
.truth,899,24,11973.627363737491,89990.909685653314
.trusty,614,262,1146.0749185667755,9036.7029998190828
.truststore,1884,797,3758.213906581741,23360.680432199224
.true,516,241,4140.8197674418589,28927.657819210268
.trs,4252,75,11865.268109125132,164813.78693444637
.trn,604,149,196906.7400662252,577193.48066612217
.trm,561,122,34062.2638146167,320112.312984468
.trk,912,98,412024.58662280737,967007.63531872851
.triggers,566,338,328.75618374558303,2426.5453174454751
.trigger,1233,325,4328.78588807786,21063.204082637742
.trig,11301,235,19588.325369436341,501412.60649344523
.tri,2324,165,142611.91351118748,737040.35194892506
.trg,1362,103,3707.0212922173282,37154.019449914544
.tres,1440,215,146089.0458333334,1423056.8447577734
.treetop,4774,548,1653.4237536656906,3616.3347429875516
.trees,670,114,1730339.4522388049,8181590.2795599271
.tree-ssa,1192,186,128984.13087248322,272091.442495893
.tree,51069,3843,28389.286298928888,378917.2339556042
.tre,10870,326,53189.259705611774,387110.72085213469
.trc,871,164,97973.1584385764,676387.12492884253
.travis,4017,2787,986.90042320139139,3429.4409062302016
.transporter,659,216,74.051593323216977,74.878099981770049
.transform,16095,3787,558.66349798073907,3617.0839174612142
.transdos,949,29,300971.91991570074,87502.234629885526
.trans,3479,536,9615.4834722621326,74209.822539969042
.traj,10037,83,98002.573378499379,142104.66395829018
.traineddata,1682,447,9455898.0517241545,11091613.731476339
.train,2946,621,1407798.564154784,5717461.740067265
.tracetemplate,534,309,2849368.6198501876,3413619.9523476725
.tracemetadataprovider,1300,42,67.918461538461528,52.5025264755413
.trace,11704,868,171819.25854408729,2219224.8383259955
.trac,672,179,7174.5818452380963,8856.0571238936191
.tra,1168,232,98016.06934931509,480022.73325201281
.tr,4970,477,180048.81971830985,1200997.5929676304
.tq,867,47,3245.427912341404,8358.5810233045049
.tpu,640,79,13566.087499999996,19450.528966544942
.tps,5215,1186,3951.7064237775662,48929.77380278732
.tpr,1656,106,237692.01630434787,510943.62296138809
.tpp,5829,852,14900.646423057124,92201.824841341833
.tpl,1135656,31626,3496.2183205125521,33556.381657112281
.tpkg,1399,26,45817.185132237311,784459.60204918194
.tpd,2462,107,4505.1202274573479,33767.886472194696
.tpb,594,30,5510.3434343434365,17426.5915663042
.tp,990,155,35874.55656565656,773575.71804313781
.tour,787,44,7160.12198221093,58173.386392550332
.touch,1039,723,317.51780558229063,1165.6782860179862
.tostring/license,862,429,1453.6160092807427,313.73197372052834
.torrent,10341,734,49266.351416690894,265875.56141476863
.topojson,121069,585,11588.690217974863,224145.71671474568
.top,12071,1172,65717.928009278345,587166.79929687316
.tools,1895,643,4069.6179419525038,49737.690139751176
.toolchain,953,835,433.47953830010493,918.764945485823
.tool,1191,412,2420.4256926952157,5900.0851219592205
.toml,161348,29391,604.82551379626523,9518.9281151077739
.tokens,21592,2597,70566.5834568358,454702.47125611512
.tokenrenewer,1253,239,665.81484437350366,132.03319435678452
.tokenizers,720,308,5193.729166666667,16.909568338394109
.tokenidentifier,1277,261,757.35317149569278,150.71499843108205
.tok,17344,130,8977.4189345018422,165990.80177174625
.todo,5266,3215,25226.695404481492,1066982.1044896466
.toc,9316,3615,7030.1694933447607,61959.151770324017
.tobj,1017,12,89.1504424778761,30.230055934321538
.tnt,2004,39,164170.69610778434,2761397.0897497204
.tmx,31432,3167,33383.562865869331,458218.744394733
.tmux,534,259,965.75842696629252,1183.9583351121664
.tmtheme,19258,1350,14300.513708588649,30296.918300534559
.tmsnippet,16079,932,505.38945208035341,136.73485256564797
.tmpt,527,12,1034.2637571157502,1722.2312658181318
.tmproj,659,521,3794.1836115326255,5442.8770519839672
.tmpreferences,13954,2095,648.18109502651464,3236.6786155941595
.tmpl,695909,41474,18525.414679218105,33472.5068751858
.tmp,54025,6957,86819.383174456379,878167.59497823007
.tmlanguage,6747,3079,13082.951089373057,25143.345422631814
.tml,9817,367,5041.1681776510131,10897.832722706478
.tmd,1049,55,15617.589132507148,274876.85755885532
.tmcommand,3880,448,1293.8559278350517,1734.492578504965
.tmac,1436,130,13915.477019498616,53330.400714542629
.tm_properties,3845,2336,165.35292587776334,184.33001701184722
.tm6000,8760,8743,1190.0009132420091,0.17360758302331417
.tm,3751,714,18432.20874433485,130481.94522362968
.tlv,1713,27,27903.210741389372,492645.27624107397
.tlp,516,18,266600.41279069777,1515501.2466395958
.tlog/unsuccessfulbuild,991,396,0.0,0.0
.tlog,125684,3419,19370.002585850205,239510.49793582235
.tlh,994,476,68207.2947686117,240357.68123574034
.tlg2300,11809,11775,1157.9085443305953,10.673917869557735
.tld,23295,5229,21196.062760249002,42674.9410356566
.tlc,758,46,7353.9274406332443,55050.021321419888
.tlb,2007,934,41737.092675635278,98463.630255521683
.tla,2520,224,9471.2376984127168,87571.331621532838
.tl,2107,460,17109.555766492649,50152.060738916975
.tk,1555,268,69133.519614147925,148080.02050258647
.tjp,1826,14,1541.8510405257398,6054.352747754072
.tix,877,223,69380.743443557614,331628.50879362237
.tit,1413,95,51300.929936305678,98784.052722028136
.tis,4211,1302,1301032.478508669,3792262.10569827
.tip,1096,195,18609.756386861343,92006.963560909862
.tin,1025,345,1304.4614634146342,2955.1513122096635
.timing,703,28,762.23897581792278,3131.9719659985244
.timestamp2,767,28,0.0,0.0
.timestamp,8828,387,19.841300407793387,141.41659244344541
.timer,2836,1896,246.11918194640333,695.63536631123338
.timeout,501,144,140.48502994011974,756.91222362665621
.time_stamp,811,28,0.0,0.0
.time,142772,519,20684.305984366714,515980.69022289984
.tim,2145,267,507084.53286713315,2499569.8395626554
.tikz,1545,150,42728.861488673123,835300.45506480592
.tii,3458,1275,15629.899942163098,37524.304458364008
.tig,2927,40,262.63648787154085,1672.9790224966882
.tiff,138118,9440,156578.13025818486,1524824.8586579349
.tif,192958,9372,777992.42221623368,3796806.2807661979
.tid,41538,117,1966.3176127882891,51029.688744309329
.ti,1207,308,16086.909693454852,129365.42646284234
.thy,5342,221,15657.292587046066,33590.979909106783
.thumb,1439,150,13668.990965948553,128797.25646925166
.thtml,6760,716,2120.209763313605,3783.9371839404312
.thtest,3697,15,760.95699215580294,805.74619367093032
.thrift,31409,4594,3738.1124200070076,8438.3993282532883
.thor,5368,1167,5096.3429582712433,151506.73618521911
.thmx,1024,337,5515.3242187499982,22179.694919228008
.thm,1791,250,18105.359575656057,256776.68471873217
.theta,950,38,149789.154736842,2284877.0787559371
.theming,1346,35,167.2741456166419,185.84217199654159
.theme,25036,7872,5879.24916120786,24741.919752917027
.th,987,345,182203.3080040527,1811189.2186326338
.tgz,96933,14662,417880.32849494077,3926693.4967246451
.tgt,5568,861,7235.1673850574743,90169.409365611762
.tga,169501,7330,1542829.2351903557,4163998.317231447
.tfvars,2178,674,398.86593204775005,911.56284068527964
.tfstate,10905,488,1662.7523154516266,8416.3110096192759
.tfm,8681,182,3651.1591982490431,6343.4172491649315
.tfa,2410,39,124091.79045643164,391896.61203726468
.tf,267103,2777,1657.0082140597422,187850.63095961534
.tex~,1911,317,11022.007326007328,24336.389894762437
.texture,5549,73,962379.52622093924,3026926.8310342627
.textproto,9970,236,1147.1772316950867,2352.9858453861921
.textile,29615,9610,9410.3366537227776,17410.665513304779
.textgrid,14993,78,3936.6359634496075,35265.162199101949
.textfile,548,91,619.6806569343064,4761.193471644815
.text-res,1056,44,2378.7916666666674,6429.1051841879435
.text-out,1056,44,2351.5833333333339,6430.5327421994525
.text,181944,7357,6416.5985852789981,262366.41208627552
.texinfo,9168,1329,66470.057373472766,211172.40444328266
.texidoc,8644,11,469.8319065247569,273.5797456208179
.texi,122178,6375,41747.721447396296,123664.11792669386
.tex,462451,51015,16788.114991642338,163984.82874180068
.testsuite,564,355,13396.83333333333,28861.151955826161
.testsettings,3366,1564,1252.612002376708,1249.6338272912517
.tests,106566,2501,1562.6152619034247,17276.464143084013
.testrunconfig,804,408,1021.696517412936,1136.2536659841087
.testignore,4856,2017,13.172364085667233,85.2076312215356
.testie,4870,42,2114.19650924024,11568.3413911411
.testdata,503,68,46391.934393638119,115984.26090060253
.testconfig,2478,54,21.368038740920092,13.458504666852674
.testcase,2866,70,824.58757850662937,5549.1367627181462
.test-sh,1288,70,1151.9215838509326,1130.4433209361887
.test-fail,4284,416,482.48482726423907,462.80598563987706
.test,3915129,24586,12986.681422757729,118036.72756318669
.tese,2342,117,1247.1076003415881,3659.1536148128907
.tesc,2105,117,2159.241805225653,4771.7720626443624
