repo_name,tfdd_date,status,commits_before_1_months,bug_hits_before_1_months,bug_ratio_before_1_months,refactor_before_1_months,commits_after_1_months,bug_hits_after_1_months,bug_ratio_after_1_months,refactor_after_1_months,commits_before_3_months,bug_hits_before_3_months,bug_ratio_before_3_months,refactor_before_3_months,commits_after_3_months,bug_hits_after_3_months,bug_ratio_after_3_months,refactor_after_3_months,commits_before_6_months,bug_hits_before_6_months,bug_ratio_before_6_months,refactor_before_6_months,commits_after_6_months,bug_hits_after_6_months,bug_ratio_after_6_months,refactor_after_6_months,commits_before_12_months,bug_hits_before_12_months,bug_ratio_before_12_months,refactor_before_12_months,commits_after_12_months,bug_hits_after_12_months,bug_ratio_after_12_months,refactor_after_12_months,commits,bug_fix_hit_rate,refactor_hit_rate
schacon/ruby-git,2009-08-10 12:08:42 UTC,Non-surviving,12,0,0.0,1,0,0,0.0,0,12,0,0.0,1,10,1,0.1,0,27,2,0.07407407407407407,3,10,1,0.1,0,41,2,0.04878048780487805,5,10,1,0.1,0,379,0.10026385224274406,0.06860158311345646
scottjehl/picturefill,2016-02-14 09:25:52 UTC,Non-surviving,13,1,0.076923076923076927,4,0,0,0.0,0,24,3,0.125,4,3,0,0.0,0,74,15,0.20270270270270271,9,3,0,0.0,0,240,50,0.20833333333333334,23,3,0,0.0,0,800,0.20875,0.08625
scribejava/scribejava,2015-08-22 14:01:09 UTC,Surviving,3,0,0.0,0,0,0,0.0,0,5,1,0.2,0,2,0,0.0,1,7,3,0.42857142857142855,0,91,6,0.065934065934065936,5,16,3,0.1875,0,236,22,0.093220338983050849,18,1134,0.10670194003527336,0.079365079365079361
seajs/seajs,2014-05-19 03:38:59 UTC,Non-surviving,25,3,0.12,3,18,4,0.22222222222222221,5,46,11,0.2391304347826087,6,63,18,0.2857142857142857,7,58,15,0.25862068965517243,7,69,20,0.28985507246376813,7,414,56,0.13526570048309178,65,81,23,0.2839506172839506,7,2520,0.12738095238095237,0.19285714285714287
senchalabs/connect,2013-12-03 14:38:27 UTC,Surviving,4,1,0.25,0,16,1,0.0625,0,104,28,0.26923076923076922,7,74,6,0.081081081081081086,3,172,37,0.21511627906976744,15,247,20,0.080971659919028341,17,265,60,0.22641509433962265,17,571,33,0.057793345008756568,26,3556,0.13357705286839144,0.07395950506186727
showdownjs/showdown,2012-08-11 10:02:41 UTC,Surviving,0,0,0.0,0,2,0,0.0,1,53,12,0.22641509433962265,2,41,8,0.1951219512195122,1,53,12,0.22641509433962265,2,43,8,0.18604651162790697,1,55,12,0.21818181818181817,2,44,9,0.20454545454545456,1,761,0.22733245729303547,0.056504599211563734
silexphp/Pimple,2015-07-30 12:45:46 UTC,Non-surviving,0,0,0.0,0,1,0,0.0,0,3,0,0.0,1,6,0,0.0,0,3,0,0.0,1,6,0,0.0,0,16,7,0.4375,2,7,0,0.0,0,253,0.25691699604743085,0.12648221343873517
silviomoreto/bootstrap-select,2015-02-24 15:19:51 UTC,Surviving,9,5,0.55555555555555558,1,1,1,1.0,0,59,11,0.1864406779661017,6,78,15,0.19230769230769232,8,99,21,0.21212121212121213,14,146,39,0.26712328767123289,11,276,69,0.25,24,255,52,0.20392156862745098,14,1254,0.27113237639553428,0.0645933014354067
simplepie/simplepie,2010-08-08 10:47:46 UTC,Non-surviving,11,3,0.27272727272727271,1,0,0,0.0,0,13,4,0.30769230769230771,1,8,1,0.125,1,29,10,0.34482758620689657,3,32,9,0.28125,3,54,15,0.27777777777777779,3,58,12,0.20689655172413793,6,1476,0.27710027100271,0.088753387533875336
sinatra/sinatra,2016-04-13 21:33:52 UTC,Non-surviving,6,1,0.16666666666666666,1,50,7,0.14,5,78,10,0.12820512820512819,3,86,13,0.15116279069767441,9,108,17,0.15740740740740741,7,229,27,0.11790393013100436,13,199,27,0.135678391959799,18,330,41,0.12424242424242424,19,4094,0.19174401563263313,0.078407425500732778
soundcloud/lhm,2012-02-17 08:04:40 UTC,Surviving,29,2,0.068965517241379309,0,6,1,0.16666666666666666,2,87,7,0.080459770114942528,3,18,4,0.22222222222222221,3,101,8,0.079207920792079209,4,18,4,0.22222222222222221,3,113,8,0.070796460176991149,5,28,7,0.25,3,356,0.15168539325842698,0.078651685393258425
soveran/cuba,2013-11-28 21:28:52 UTC,Non-surviving,1,0,0.0,0,2,0,0.0,0,1,0,0.0,0,4,0,0.0,0,5,0,0.0,0,12,0,0.0,0,8,1,0.125,0,36,1,0.027777777777777776,1,307,0.097719869706840393,0.0781758957654723
sparklemotion/mechanize,2015-01-14 20:38:16 UTC,Non-surviving,0,0,0.0,0,13,0,0.0,3,9,0,0.0,1,13,0,0.0,3,12,0,0.0,3,13,0,0.0,3,50,4,0.08,3,45,6,0.13333333333333333,4,1445,0.15224913494809689,0.079584775086505188
spinnaker/spinnaker,2015-01-27 17:37:49 UTC,Surviving,1,0,0.0,0,0,0,0.0,0,4,0,0.0,0,0,0,0.0,0,12,1,0.083333333333333329,0,1,0,0.0,1,12,1,0.083333333333333329,0,709,128,0.18053596614950634,64,1975,0.17721518987341772,0.097721518987341771
sripathikrishnan/redis-rdb-tools,2013-10-17 02:36:07 UTC,Non-surviving,1,0,0.0,1,7,3,0.42857142857142855,2,1,0,0.0,1,7,3,0.42857142857142855,2,1,0,0.0,1,11,3,0.27272727272727271,2,4,0,0.0,1,13,4,0.30769230769230771,2,210,0.22380952380952382,0.052380952380952382
stefankroes/ancestry,2015-05-13 05:02:25 UTC,Non-surviving,0,0,0.0,0,0,0,0.0,0,2,2,1.0,0,1,0,0.0,1,2,2,1.0,0,2,0,0.0,1,18,9,0.5,1,22,3,0.13636363636363635,3,462,0.19913419913419914,0.11255411255411256
stephanenicolas/robospice,2014-09-06 08:32:51 UTC,Non-surviving,2,1,0.5,0,0,0,0.0,0,88,13,0.14772727272727273,3,2,0,0.0,0,119,19,0.15966386554621848,6,3,0,0.0,0,296,46,0.1554054054054054,20,3,0,0.0,0,868,0.12442396313364056,0.067972350230414744
stevegraham/slanger,2015-09-13 21:16:39 UTC,Non-surviving,0,0,0.0,0,0,0,0.0,0,13,3,0.23076923076923078,2,0,0,0.0,0,69,10,0.14492753623188406,8,10,0,0.0,1,77,15,0.19480519480519481,8,10,0,0.0,1,397,0.17380352644836272,0.1385390428211587
streamio/streamio-ffmpeg,2014-01-30 11:18:03 UTC,Non-surviving,0,0,0.0,0,8,1,0.125,4,0,0,0.0,0,8,1,0.125,4,13,2,0.15384615384615385,0,8,1,0.125,4,32,7,0.21875,0,11,1,0.090909090909090912,5,347,0.13256484149855907,0.069164265129683
stripe/stripe-php,2016-02-24 19:20:23 UTC,Non-surviving,15,0,0.0,0,19,6,0.31578947368421051,1,28,3,0.10714285714285714,0,36,8,0.22222222222222221,1,58,8,0.13793103448275862,2,74,12,0.16216216216216217,4,123,26,0.21138211382113822,8,130,25,0.19230769230769232,8,1321,0.16124148372445118,0.050719152157456475
stylus/stylus,2013-04-04 16:27:52 UTC,Surviving,5,1,0.2,1,5,0,0.0,0,29,8,0.27586206896551724,2,38,8,0.21052631578947367,0,89,33,0.3707865168539326,3,200,49,0.245,9,253,76,0.30039525691699603,19,477,170,0.35639412997903563,25,4000,0.2495,0.064
svenfuchs/rails-i18n,2013-02-19 05:32:47 UTC,Non-surviving,4,1,0.25,0,19,2,0.10526315789473684,0,35,12,0.34285714285714286,0,40,8,0.2,2,73,24,0.32876712328767121,0,88,15,0.17045454545454544,3,182,51,0.28021978021978022,2,195,38,0.19487179487179487,3,1810,0.20552486187845304,0.037016574585635356
swanandp/acts_as_list,2013-07-27 07:24:40 UTC,Surviving,2,1,0.5,1,2,0,0.0,0,3,1,0.33333333333333331,1,7,2,0.2857142857142857,0,34,7,0.20588235294117646,5,13,4,0.30769230769230771,0,59,11,0.1864406779661017,6,37,12,0.32432432432432434,1,488,0.2151639344262295,0.090163934426229511
swiftmailer/swiftmailer,2012-06-21 07:46:20 UTC,Surviving,16,5,0.3125,1,27,8,0.29629629629629628,2,34,10,0.29411764705882354,1,55,24,0.43636363636363634,5,75,19,0.25333333333333335,12,80,37,0.4625,6,130,33,0.25384615384615383,17,148,64,0.43243243243243246,10,1548,0.30684754521963825,0.13307493540051679
teampoltergeist/poltergeist,2013-07-25 18:39:00 UTC,Non-surviving,17,11,0.6470588235294118,2,13,2,0.15384615384615385,1,40,23,0.575,5,53,11,0.20754716981132076,3,119,53,0.44537815126050423,9,82,20,0.24390243902439024,4,221,85,0.38461538461538464,11,115,26,0.22608695652173913,5,975,0.25025641025641027,0.06051282051282051
technicalpickles/homesick,2014-01-09 14:11:56 UTC,Surviving,32,4,0.125,3,24,3,0.125,5,59,4,0.067796610169491525,3,38,5,0.13157894736842105,8,105,12,0.11428571428571428,9,69,7,0.10144927536231885,15,223,28,0.12556053811659193,19,90,10,0.1111111111111111,17,546,0.14652014652014653,0.1227106227106227
technicalpickles/jeweler,2016-03-18 15:19:34 UTC,Non-surviving,0,0,0.0,0,8,2,0.25,1,1,0,0.0,0,8,2,0.25,1,1,0,0.0,0,8,2,0.25,1,2,0,0.0,1,32,3,0.09375,2,977,0.13203684749232344,0.11156601842374617
technoweenie/restful-authentication,2008-09-05 01:39:55 UTC,Non-surviving,24,6,0.25,1,0,0,0.0,0,45,12,0.26666666666666666,1,4,1,0.25,0,125,30,0.24,15,20,2,0.1,0,154,38,0.24675324675324675,17,22,3,0.13636363636363635,0,223,0.22421524663677131,0.098654708520179366
tenex/rails-assets,2016-01-20 11:33:38 UTC,Non-surviving,0,0,0.0,0,47,5,0.10638297872340426,7,17,0,0.0,0,281,27,0.096085409252669035,26,19,0,0.0,0,461,46,0.099783080260303691,42,64,14,0.21875,5,514,55,0.10700389105058365,50,1469,0.18584070796460178,0.091899251191286585
thephpleague/oauth2-client,2014-12-03 04:50:13 UTC,Surviving,32,4,0.125,1,29,2,0.068965517241379309,3,48,6,0.125,1,80,10,0.125,6,66,7,0.10606060606060606,3,232,39,0.16810344827586207,26,147,23,0.15646258503401361,9,440,59,0.13409090909090909,40,982,0.12932790224032586,0.07128309572301425
thoughtbot/high_voltage,2015-06-13 14:25:29 UTC,Non-surviving,0,0,0.0,0,1,0,0.0,0,11,0,0.0,1,7,1,0.14285714285714285,0,21,1,0.047619047619047616,1,8,1,0.125,0,29,3,0.10344827586206896,1,20,3,0.15,2,343,0.087463556851311949,0.061224489795918366
thoughtbot/shoulda,2012-07-17 18:33:43 UTC,Non-surviving,2,0,0.0,0,0,0,0.0,0,4,0,0.0,0,5,0,0.0,0,13,2,0.15384615384615385,1,9,1,0.1111111111111111,0,18,2,0.1111111111111111,2,40,5,0.125,3,645,0.19844961240310077,0.16434108527131783
thoughtbot/shoulda-matchers,2013-02-28 13:10:58 UTC,Surviving,8,1,0.125,1,44,6,0.13636363636363635,6,33,2,0.060606060606060608,4,65,18,0.27692307692307694,9,78,8,0.10256410256410256,13,99,29,0.29292929292929293,16,221,27,0.12217194570135746,46,174,49,0.28160919540229884,23,1797,0.23539232053422371,0.14802448525319978
tj/commander.js,2014-05-07 12:36:18 UTC,Surviving,10,2,0.2,0,0,0,0.0,0,17,4,0.23529411764705882,1,12,1,0.083333333333333329,3,21,4,0.19047619047619047,3,54,12,0.22222222222222221,8,45,7,0.15555555555555556,5,184,45,0.24456521739130435,24,748,0.1751336898395722,0.077540106951871662
tmuxinator/tmuxinator,2015-11-10 19:18:42 UTC,Non-surviving,5,2,0.4,0,11,5,0.45454545454545453,1,21,4,0.19047619047619047,2,22,8,0.36363636363636365,1,82,14,0.17073170731707318,14,81,21,0.25925925925925924,7,122,25,0.20491803278688525,16,148,31,0.20945945945945946,18,800,0.205,0.11375
troessner/reek,2011-10-17 14:00:01 UTC,Surviving,14,4,0.2857142857142857,1,7,1,0.14285714285714285,0,18,4,0.22222222222222221,1,7,1,0.14285714285714285,0,21,4,0.19047619047619047,1,38,7,0.18421052631578946,9,27,4,0.14814814814814814,3,70,12,0.17142857142857143,10,2464,0.12702922077922077,0.20089285714285715
trulia/hologram,2015-01-16 19:50:41 UTC,Non-surviving,16,0,0.0,5,6,1,0.16666666666666666,0,46,5,0.10869565217391304,6,27,5,0.18518518518518517,1,71,9,0.12676056338028169,8,30,5,0.16666666666666666,1,197,31,0.15736040609137056,28,39,7,0.17948717948717949,1,384,0.1484375,0.1171875
twilio/twilio-php,2011-08-11 14:56:18 UTC,Surviving,91,13,0.14285714285714285,2,18,3,0.16666666666666666,0,93,13,0.13978494623655913,2,35,4,0.11428571428571428,0,125,17,0.136,5,63,9,0.14285714285714285,0,131,18,0.13740458015267176,5,217,28,0.12903225806451613,13,1391,0.12724658519051044,0.063982746225736881
typekit/webfontloader,2011-01-05 05:28:25 UTC,Surviving,1,0,0.0,0,12,1,0.083333333333333329,0,43,5,0.11627906976744186,9,30,3,0.1,2,92,9,0.097826086956521743,9,39,6,0.15384615384615385,2,221,25,0.11312217194570136,20,53,9,0.16981132075471697,5,1144,0.15646853146853146,0.11276223776223776
typhoeus/typhoeus,2011-11-17 21:53:51 UTC,Surviving,22,4,0.18181818181818182,2,4,0,0.0,0,61,8,0.13114754098360656,2,10,0,0.0,2,82,13,0.15853658536585366,2,73,6,0.0821917808219178,15,169,25,0.14792899408284024,6,383,54,0.14099216710182769,36,1380,0.15144927536231884,0.072463768115942032
vcr/vcr,2014-12-22 18:31:20 UTC,Non-surviving,7,0,0.0,0,29,1,0.034482758620689655,4,34,3,0.088235294117647065,1,29,1,0.034482758620689655,4,46,6,0.13043478260869565,2,43,1,0.023255813953488372,7,77,11,0.14285714285714285,3,118,20,0.16949152542372881,12,2014,0.182720953326713,0.10526315789473684
visionmedia/superagent,2014-03-06 15:40:08 UTC,Surviving,6,1,0.16666666666666666,0,13,3,0.23076923076923078,3,36,3,0.083333333333333329,2,46,9,0.19565217391304349,4,55,6,0.10909090909090909,2,82,15,0.18292682926829268,5,146,26,0.17808219178082191,6,197,48,0.24365482233502539,10,1655,0.20120845921450151,0.07371601208459215
vitalets/x-editable,2015-03-12 05:34:05 UTC,Non-surviving,0,0,0.0,0,2,0,0.0,0,2,1,0.5,0,2,0,0.0,0,3,2,0.66666666666666663,0,5,0,0.0,0,3,2,0.66666666666666663,0,34,7,0.20588235294117646,0,624,0.27564102564102566,0.032051282051282048
websockets/ws,2013-07-16 15:47:42 UTC,Non-surviving,9,3,0.33333333333333331,1,15,8,0.53333333333333333,1,30,7,0.23333333333333334,2,55,13,0.23636363636363636,2,60,12,0.2,4,82,19,0.23170731707317074,2,98,20,0.20408163265306123,9,93,22,0.23655913978494625,3,1563,0.21369161868202174,0.13499680102367242
wkhtmltopdf/wkhtmltopdf,2014-02-20 10:35:31 UTC,Non-surviving,59,17,0.288135593220339,9,25,8,0.32,2,74,23,0.3108108108108108,9,118,26,0.22033898305084745,9,92,31,0.33695652173913043,11,174,49,0.28160919540229884,16,101,32,0.31683168316831684,11,246,78,0.31707317073170732,24,1124,0.28024911032028471,0.064056939501779361
wp-cli/wp-cli,2015-08-17 15:28:50 UTC,Surviving,37,4,0.10810810810810811,3,90,5,0.055555555555555552,6,115,14,0.12173913043478261,16,285,27,0.094736842105263161,33,359,59,0.16434540389972144,33,674,72,0.10682492581602374,89,756,126,0.16666666666666666,56,1904,186,0.0976890756302521,151,9346,0.14016691632784078,0.10357372137812969
yiisoft/yii,2015-02-14 00:19:42 UTC,Non-surviving,21,9,0.42857142857142855,0,7,3,0.42857142857142855,0,46,23,0.5,0,27,12,0.44444444444444442,0,113,52,0.46017699115044247,4,44,20,0.45454545454545453,1,286,113,0.3951048951048951,19,94,45,0.47872340425531917,2,6595,0.25473843821076575,0.052009097801364673
yusuke/twitter4j,2010-02-27 12:38:10 UTC,Surviving,31,6,0.19354838709677419,10,39,3,0.076923076923076927,5,154,24,0.15584415584415584,36,141,28,0.19858156028368795,14,186,28,0.15053763440860216,40,262,53,0.20229007633587787,21,366,65,0.17759562841530055,62,609,105,0.17241379310344829,61,2318,0.17644521138912855,0.089732528041415016
z3t0/Arduino-IRremote,2015-07-01 16:06:51 UTC,Non-surviving,35,6,0.17142857142857143,9,24,1,0.041666666666666664,0,44,10,0.22727272727272727,9,79,14,0.17721518987341772,2,73,13,0.17808219178082191,10,86,14,0.16279069767441862,3,85,14,0.16470588235294117,12,122,19,0.15573770491803279,4,319,0.15047021943573669,0.068965517241379309
zurb/foundation-sites,2016-03-31 21:32:17 UTC,Non-surviving,168,43,0.25595238095238093,6,182,68,0.37362637362637363,8,804,185,0.2300995024875622,71,358,139,0.388268156424581,21,2168,446,0.20571955719557194,200,551,193,0.35027223230490018,35,3185,627,0.19686028257456828,303,1824,517,0.28344298245614036,176,16436,0.23059138476514968,0.072402044293015333
zxing/zxing,2014-01-14 13:48:35 UTC,Non-surviving,18,3,0.16666666666666666,2,89,8,0.0898876404494382,5,95,9,0.094736842105263161,8,164,17,0.10365853658536585,11,153,24,0.15686274509803921,10,270,32,0.11851851851851852,17,397,58,0.14609571788413098,40,357,46,0.12885154061624648,28,3518,0.198408186469585,0.1191017623649801
